v1	v2	label
P53901	P41903	0
Q3E7Y3	P40571	0
P50106	P40024	0
P43122	P06838	0
P32902	P53235	0
P41910	P24276	0
P12684	P16474	0
Q07395	P25591	0
Q3E7B6	P47149	0
Q07528	P32461	0
P38844	P50623	0
Q04217	P40106	0
P52870	Q05518	0
P32893	P04802	0
Q99278	P0CX56	0
P39076	P53008	0
Q12748	P25554	0
Q08412	P17119	0
P40059	P38869	0
P20448	P53082	0
Q04947	P40316	0
Q99314	P18562	0
Q08230	P05748	0
P38877	P07255	0
P38708	P39107	0
P32774	Q07951	0
Q02256	P38805	0
Q06819	P25558	0
P46970	P38822	0
P33775	P12754	0
P40554	Q05776	0
P41909	P49167	0
P25847	P46944	0
Q08226	P39735	0
P40466	P38590	0
P32364	P32499	0
P32600	Q04868	0
P53136	P38187	0
Q08496	P40364	0
P20795	P14741	0
Q08746	P07250	0
P53854	P32597	0
P38863	P40314	0
P25605	P53145	0
P40546	P21192	0
Q6WNK7	P14540	0
P20052	P53875	0
P25808	Q12329	0
P32911	Q08754	0
Q04660	P53199	0
Q12216	P14359	0
Q06251	P34224	0
Q12406	O13516	0
P18852	P38146	0
Q03327	Q99314	0
P53193	Q06835	0
P13185	P39678	0
Q01477	Q05021	0
Q12287	P32841	0
Q08818	P38766	0
P32479	P39516	0
Q08977	P28834	0
P40993	P18496	0
P41810	P17883	0
P43321	Q04003	0
P39010	P00044	0
Q05900	P53011	0
P49686	Q12114	0
P38811	Q12425	0
P38719	P00410	0
P30775	P53851	0
Q12532	Q06689	0
Q06704	Q07821	0
Q08204	P17119	0
P43614	P38881	0
P25390	Q12118	0
P50874	P36520	0
P53185	P02400	0
Q12318	P06634	0
P14180	P37254	0
P49166	P53866	0
P54784	P38333	0
Q03921	Q01560	0
P38818	P40364	0
P32335	P31377	0
P53538	P41832	0
Q99176	P23059	0
P10174	P34167	0
P40495	Q08287	0
P47048	P53212	0
P25616	P38859	0
P21734	P53061	0
P18852	P33333	0
P11747	Q06164	0
P57744	P22219	0
P53691	P40186	0
Q05610	P35182	0
P43592	P36024	0
P53899	Q06820	0
Q04264	P35208	0
Q02875	P34218	0
P42836	P53201	0
P39522	Q06493	0
P40458	P38701	0
Q02647	Q04080	0
P35732	Q08685	0
P22515	P50113	0
Q12311	P43132	0
Q12018	P15873	0
P38632	Q06604	0
P19145	P47037	0
Q05541	P40422	0
P32463	P36131	0
P50946	P35187	0
P43594	P35194	0
P41807	P06208	0
P53082	P00330	0
P15274	P38264	0
P32378	Q03124	0
P53731	P32347	0
P38637	Q01080	0
P40357	P33297	0
P04386	Q02908	0
P28791	Q12495	0
Q06178	P39081	0
P07273	P25655	0
O13297	Q06217	0
Q12000	P37254	0
P14742	P53254	0
P53718	Q05359	0
Q12159	P46671	0
P52960	P43124	0
P07255	Q05670	0
P41910	Q03390	0
P29467	P40851	0
Q01448	Q12292	0
P53289	P05740	0
P25339	P15938	0
P33308	P32831	0
P06704	Q3E829	0
P43579	Q12242	0
P47113	P34226	0
P25623	P34252	0
P49687	P53267	0
P40073	P36046	0
Q08729	P11491	0
P33313	P25649	0
P19735	P38144	0
Q08491	P38995	0
P39969	P41819	0
P04840	P38065	0
P41817	Q08208	0
P27692	Q06604	0
P36104	Q02630	0
P07283	Q06208	0
P38080	P53327	0
Q04213	P38712	0
P23644	P38785	0
P20449	P50875	0
P53192	P41895	0
Q12321	P38753	0
P33323	P43638	0
P42843	P19812	0
Q03370	P35181	0
Q12134	P32480	0
P53390	P32854	0
P10823	Q12080	0
P49573	P0CE41	0
P43321	Q06820	0
P32617	P39720	0
P39926	Q02260	0
P40016	P39676	0
P32485	O13525	0
P19880	P36009	0
P48240	P09119	0
P32351	Q00711	0
Q03153	P05085	0
P40089	P39014	0
Q06706	P38784	0
P40462	P40344	0
Q07953	P38199	0
P09733	Q03957	0
P46964	P19658	0
P32914	P53281	0
P48234	O13329	0
P20436	Q99359	0
Q12734	Q06677	0
P46973	P28496	0
Q04922	Q06245	0
P31787	P53129	0
Q06525	P12753	0
Q12464	P53845	0
P32899	P32797	0
P13259	P38632	0
P32468	Q12468	0
Q08581	Q08287	0
Q06680	Q07395	0
P32497	Q02774	0
Q12466	P38336	0
P32381	Q04935	0
Q12309	P23595	0
P11938	P20604	0
Q03429	P41546	0
Q06505	P53725	0
P53108	P26448	0
P48361	P22204	0
P50276	Q08550	0
Q02803	P38779	0
P40548	P53246	0
P28519	P46954	0
P43639	P38232	0
P43612	P07262	0
P39076	P53937	0
P26449	P17555	0
P41544	P50110	0
P34078	P49167	0
Q2V2P9	P47149	0
Q12287	Q06678	0
P33201	P53168	0
P50086	P06782	0
P39009	P24279	0
P38164	P28743	0
Q03433	Q12102	0
P40064	P38333	0
P32944	P38823	0
Q03503	P39940	0
D6W196	Q08981	0
Q02629	Q12488	0
P38147	P53949	0
P40156	P04840	0
Q03455	P25651	0
P00854	P11745	0
P06704	P80667	0
P46683	P39678	0
P38426	P43587	0
P09798	P41903	0
Q99344	Q04067	0
Q08231	Q3E7X9	0
Q08457	P32912	0
P25294	Q08236	0
Q01919	Q12208	0
P39079	P25342	0
P38251	Q02647	0
Q03201	Q12416	0
Q04693	P39107	0
P53169	P35177	0
P38805	P14907	0
P22803	P19097	0
P25359	Q12028	0
Q12457	P14020	0
P00546	P23638	0
Q06163	P34230	0
Q02647	P22855	0
P40479	P06101	0
Q12347	P40358	0
P14737	P19735	0
Q12040	P14359	0
Q02516	P38110	0
P16649	Q02793	0
P53834	P39936	0
P28496	Q12476	0
P39723	P16862	0
Q07442	P22470	0
P50946	Q12338	0
P36008	P53277	0
Q08285	Q12098	0
P15442	P21771	0
P38210	Q12406	0
P38344	Q02794	0
P25579	Q12328	0
P39012	P40090	0
Q92325	P47024	0
P25582	P09457	0
P40303	P38263	0
P47061	Q03834	0
P19145	P40070	0
P15891	P53320	0
P28795	P19097	0
P17157	P60010	0
Q08230	P38827	0
P26637	P38840	0
P18851	Q92328	0
Q08732	P87262	0
Q03705	Q01939	0
P46985	Q12098	0
P40454	P25649	0
P14724	P40154	0
P38630	P54838	0
P39742	P11491	0
P33334	P38218	0
P08432	Q12040	0
P43554	Q12338	0
P40020	P36076	0
P0CX52	Q12242	0
P32445	Q3E829	0
Q03246	P38931	0
Q12248	P39735	0
P38187	Q08214	0
Q2V2P8	Q05583	0
P38204	P25045	0
P34252	P16862	0
P25559	Q12368	0
P53897	P0CX30	0
P53102	P38013	0
P53189	P28791	0
P52891	P01149	0
P23968	P38803	0
P39929	P38138	0
Q99383	P39112	0
Q07979	P38316	0
P53253	P36152	0
P47112	Q08977	0
P38198	P00729	0
P23968	Q12403	0
P46983	Q12206	0
P53233	P09938	0
P0CX87	Q12221	0
P33448	Q12380	0
Q12734	Q06525	0
Q07915	P27882	0
P53633	P25046	0
P16522	P53854	0
Q04847	P38903	0
P12962	Q08285	0
P40186	Q12451	0
Q12220	P47064	0
Q12527	P34241	0
P25567	P00549	0
P15891	P36075	0
P17106	P39742	0
P53865	P35845	0
P32351	P52919	0
P46678	P39722	0
P36008	P38811	0
P38129	P38682	0
Q02820	P53905	0
P32526	P32943	0
P38300	P38427	0
P32334	P40970	0
P38903	P39076	0
P21268	Q12107	0
P53861	Q12046	0
P20457	P38203	0
P40495	P40335	0
Q05123	P38523	0
Q07381	P24867	0
Q06169	P38328	0
Q05610	Q06091	0
Q12176	P39925	0
P53313	P09932	0
P14693	P54885	0
P36144	P53068	0
P38632	P47051	0
P39729	Q04779	0
P36046	Q06001	0
P89886	P40480	0
P46675	Q12386	0
P00424	P06105	0
P21691	P38959	0
Q06407	P15436	0
Q03124	P38273	0
P20049	Q00402	0
P40026	Q08561	0
Q08742	P0CX50	0
P28006	P53865	0
P53899	P57743	0
P37254	P39073	0
P39723	P40558	0
P53233	P41697	0
P33201	Q08387	0
P39516	Q03290	0
P32463	P08153	0
P48526	P23968	0
P14064	P50108	0
P38768	Q06580	0
P48589	Q06479	0
Q05791	P41697	0
P00410	P18898	0
Q12234	P38352	0
P22803	P52870	0
Q12106	Q12451	0
P26321	P07256	0
P27929	P53064	0
P40477	P0C2H7	0
P25301	Q03323	0
Q03503	P53834	0
P32529	Q02642	0
P40856	P43594	0
P38065	Q00776	0
P40548	Q04500	0
P05318	P40413	0
P04650	Q3E7A4	0
P39875	P33895	0
P07256	P38991	0
P38251	P32566	0
Q12154	P53104	0
P40511	P11792	0
P10961	P53973	0
P38692	Q03687	0
P40479	Q04659	0
P27466	P35181	0
P43602	Q12314	0
P53738	Q12157	0
P40577	P32524	0
Q06623	P36159	0
Q12292	P25584	0
Q12415	Q08492	0
Q03792	Q04003	0
P08153	Q04712	0
P19736	P46949	0
P22219	P07269	0
Q02554	P20435	0
P53886	Q12734	0
P47117	Q02685	0
Q03327	Q08924	0
P29468	P40956	0
P47089	P25336	0
P25357	P00937	0
Q04401	P47120	0
P38877	P38838	0
P33304	Q03761	0
P38264	P38247	0
Q05543	P53905	0
Q06338	P53549	0
P40568	P21192	0
P30656	P48837	0
Q03937	P14905	0
P16862	P47081	0
P32493	P25588	0
Q12348	P53628	0
P41821	Q03390	0
P11075	P33895	0
P41814	Q06604	0
P35200	P27616	0
P53093	P42843	0
P53721	P46983	0
P39928	P38753	0
Q04739	P07143	0
P40038	P36075	0
Q12038	Q03375	0
P07560	P23641	0
P07261	P07390	0
P38265	Q05022	0
P34224	P54838	0
P21264	P50945	0
P53254	P40568	0
Q06632	P05626	0
Q12220	Q08245	0
Q02196	P07342	0
Q02256	P38791	0
P36024	P07342	0
P40851	P53935	0
Q12308	P41909	0
P32799	Q12329	0
Q05568	P07270	0
Q06525	P32565	0
Q02260	P25719	0
P04449	O14467	0
P46985	Q03579	0
P38999	P31787	0
P53067	P39014	0
P47006	P09959	0
P23642	P34218	0
P40505	P35127	0
P32526	P07264	0
P28320	P38427	0
P34252	Q08726	0
Q04264	P29056	0
P40029	P27637	0
Q03124	P48527	0
P47029	P50276	0
Q04949	P40064	0
P19073	P38768	0
P32591	P29703	0
P36036	P40010	0
P48564	P31382	0
P40344	P05743	0
P41544	Q03067	0
P25385	P38789	0
P27692	Q12122	0
Q12234	P38708	0
Q12476	P18852	0
P07266	P48439	0
P25559	P47118	0
P31109	P32334	0
Q07915	P32773	0
Q12157	P40559	0
Q12024	Q12046	0
Q03327	P53038	0
P40512	P53140	0
Q07395	P53604	0
P03879	P22135	0
P37297	P53011	0
P38962	P0CX46	0
P22141	P20436	0
P24869	P81451	0
Q01454	P38633	0
P27809	P19956	0
P25339	Q12334	0
Q99190	Q02793	0
P39720	Q99189	0
P43609	P38785	0
P33204	Q03010	0
Q08923	P53128	0
Q12250	P47045	0
Q06106	Q12347	0
Q02890	P38236	0
Q01448	P32419	0
Q05123	P40026	0
Q12143	P00330	0
P05747	Q04049	0
Q12107	P34237	0
P42845	P14063	0
P32471	P04456	0
P53834	Q07084	0
P38869	Q07533	0
P39958	P31384	0
P21825	P40055	0
Q06525	Q3E7A4	0
P14724	P36159	0
P40554	Q05580	0
Q00578	P47136	0
P08539	Q02260	0
Q05791	Q04368	0
P40482	P34072	0
P32570	P53840	0
P06704	Q12743	0
P40498	P04147	0
P20447	P17076	0
P39676	P47081	0
P53278	Q08553	0
P25454	P09547	0
P00420	P07270	0
P53981	Q05518	0
P23900	P38232	0
P20457	Q04924	0
P04449	O13539	0
P38833	Q03018	0
P38824	P40086	0
Q03687	Q12532	0
P32618	P25515	0
Q12389	Q01329	0
P04147	P48240	0
Q05919	Q03940	0
Q05568	P11076	0
P38782	P05318	0
P08018	P32387	0
P32563	P47051	0
Q12223	Q04601	0
Q03201	P53317	0
Q05580	Q02642	0
P53951	P09119	0
P36017	P52919	0
P43568	P53297	0
P31383	P53178	0
P53930	P38987	0
P00958	P40968	0
Q12530	P49723	0
Q04839	Q12417	0
P35732	Q00955	0
P38346	P32074	0
P50875	P38819	0
P53187	Q06630	0
P25632	P36527	0
P33750	P48439	0
P38324	P32357	0
P11746	P00899	0
P53124	P09547	0
P53867	P53550	0
P19516	Q02931	0
P35181	P14180	0
P32914	P37262	0
P04819	P34162	0
P53691	Q02866	0
P15790	P25637	0
P35208	P18409	0
P53871	P32491	0
P53983	P25642	0
Q06668	P11325	0
Q06632	Q02776	0
Q06142	Q05050	0
Q04947	Q96VH5	0
Q07930	P32803	0
P41940	Q12114	0
P38229	P34253	0
P40094	P42939	0
P16547	P22149	0
P32841	P32380	0
P38824	Q06142	0
P47142	Q03897	0
Q12377	Q03579	0
P35817	P32578	0
P10869	P53114	0
P53863	P46964	0
Q08484	P38907	0
Q12527	Q92331	0
P53731	Q03103	0
Q12164	P53917	0
P38337	P40003	0
Q04660	P23641	0
P12904	P12383	0
Q02908	P07256	0
P40547	Q04007	0
P19097	P57744	0
P53272	P38615	0
P06777	P25656	0
P32361	P25569	0
Q06164	Q02794	0
P40452	P40511	0
Q06440	P32790	0
P0CX52	Q12522	0
P40318	Q03713	0
Q99314	P32807	0
Q92331	P36036	0
P22204	P49017	0
Q04779	P33299	0
P09938	P40036	0
P38175	Q04964	0
P31787	P34247	0
P38265	P38957	0
P06786	Q02260	0
P53168	Q02792	0
P40968	P36016	0
P0CX42	P32357	0
Q03370	P53292	0
P38877	Q05934	0
P42945	P04801	0
P05085	P53040	0
P40450	P47822	0
P18494	P53135	0
P32839	P38884	0
P46675	P22336	0
P33299	P23595	0
P53854	P21374	0
P21268	P50875	0
P22211	P46965	0
P33418	Q12106	0
P28005	Q06385	0
P41811	Q03388	0
Q06668	P22137	0
P27351	P08524	0
P05737	P39103	0
P53313	Q08685	0
P13382	P38263	0
Q12175	P40026	0
P38833	P04819	0
P38853	Q02875	0
P38089	Q12045	0
P38063	P38856	0
P10869	P38691	0
P0CX24	P38705	0
P43609	P04801	0
P33754	Q02795	0
Q2V2P9	P06782	0
P53900	P38212	0
P53267	P39009	0
Q6Q560	Q03455	0
P52891	P53129	0
P01123	Q12348	0
P39010	Q03407	0
P45976	P39010	0
P38828	P46959	0
Q08490	Q03687	0
P06704	P39523	0
P35189	P21957	0
P38274	P17883	0
P17076	P53244	0
Q07657	P25591	0
P35732	P38013	0
P53978	Q04322	0
Q05024	Q03691	0
Q02199	Q06102	0
P22216	P05318	0
P38257	Q08096	0
Q06707	P0CX24	0
P25588	P39967	0
P39538	P38817	0
P41895	Q06580	0
P47128	P32463	0
P25555	P41544	0
P36075	P33202	0
P53224	P39926	0
P38293	P27466	0
Q08923	P05747	0
P38428	P50276	0
P04786	P40342	0
Q07468	P25573	0
P48589	P50875	0
Q04226	P38199	0
P32569	P32914	0
P38254	Q05022	0
P19955	P47103	0
P00817	Q12306	0
P53691	Q99258	0
P53935	P33399	0
P32388	P10174	0
P08566	P36056	0
P50874	Q07532	0
P32453	P01123	0
Q04110	P47128	0
P47135	Q06218	0
P53900	P38819	0
Q12335	P53202	0
P32609	P38910	0
Q92325	P40055	0
P14693	Q04213	0
P32895	P38818	0
P28003	Q99344	0
P32841	P23900	0
Q03327	Q04048	0
Q3E744	P10662	0
P04050	P32379	0
Q07878	P49687	0
Q12522	P38827	0
P53743	P07267	0
P48412	P21243	0
P41810	P40327	0
P47112	Q04964	0
P17891	P38222	0
Q12194	P47104	0
P14359	Q08689	0
Q08873	P00924	0
P46669	P54837	0
P32558	P53178	0
P53163	P47822	0
P39720	Q12242	0
Q03071	P28743	0
Q99247	P53136	0
P53846	P41806	0
P12709	Q03579	0
Q05776	P39998	0
P00572	P48527	0
P43124	Q06324	0
P47093	P28817	0
P40491	P07283	0
Q08754	P29467	0
P25441	P53239	0
P33202	P47086	0
P38705	P53336	0
P38615	Q05518	0
P11325	P24868	0
P25646	P38276	0
Q06205	P27796	0
P00330	P38111	0
P25300	P53010	0
P47024	P18409	0
P41811	P39531	0
Q07442	P38801	0
P36519	P32600	0
P52870	P17883	0
P21374	Q02803	0
P22209	P16522	0
Q02932	Q12469	0
P40494	P53104	0
Q06406	Q12395	0
P22438	Q12743	0
P32491	P06838	0
Q12199	Q07930	0
Q01389	Q08412	0
Q00416	Q05029	0
P30657	P53378	0
P27692	P31787	0
P43605	P21734	0
P47019	Q12455	0
P11433	P49017	0
Q03195	Q3E7B2	0
P15731	P32570	0
Q00684	P21243	0
Q12421	P32913	0
P09733	P49167	0
P40955	Q08446	0
P43561	Q08685	0
Q12389	P48439	0
Q03533	Q08749	0
Q08773	P53317	0
P22336	Q06411	0
P38742	Q99181	0
P38922	P39103	0
P25604	Q04739	0
P53886	P17123	0
P47821	Q08932	0
Q07794	P38692	0
Q12059	Q06405	0
P06787	P47079	0
P32505	P17629	0
P38164	P47124	0
Q06385	Q02721	0
P38855	P53971	0
P39927	P27466	0
P53112	P25045	0
P53276	P28778	0
Q06389	Q02574	0
Q06137	P08524	0
Q05022	P38738	0
P42841	P14127	0
P28817	P52870	0
P38720	P32354	0
P38270	Q12083	0
P34164	P08964	0
P53905	Q02205	0
P32905	P40043	0
P08018	P32473	0
Q12377	P26755	0
P43561	P43583	0
Q08723	P22149	0
Q03750	P00931	0
P40457	P53140	0
P53927	P40020	0
P47057	P38187	0
P41910	P40356	0
P50094	Q02796	0
P17629	P30902	0
P47041	Q08412	0
Q04377	P36036	0
P33895	P32861	0
P14306	P32074	0
P32898	P39531	0
P38927	P53188	0
P40096	P34078	0
P46995	P53973	0
P32898	P23179	0
P38181	P39517	0
Q06103	P07250	0
Q6Q547	P40961	0
P15624	P46965	0
Q00362	P36167	0
P32259	Q08199	0
P54730	P40073	0
Q12015	Q02792	0
P53858	P31384	0
P20424	P29029	0
P39706	Q05530	0
P36057	Q06648	0
P22289	P25337	0
P53924	P25046	0
P40064	P33313	0
Q3E7X9	P10964	0
P40487	Q06704	0
P32608	Q05930	0
P38218	Q12380	0
P32570	P39008	0
P38637	P14242	0
Q04749	P53185	0
P11914	P36528	0
P12689	Q12363	0
P10869	P32618	0
P87262	Q03957	0
P50102	P25385	0
Q3E7A4	Q12343	0
P53769	Q04712	0
P47024	P18888	0
P04801	P32914	0
Q08965	P33753	0
P32862	P0CX87	0
P54730	P25337	0
P40477	P53718	0
P07342	Q01329	0
P38138	P40185	0
P38636	P28006	0
P37262	P36117	0
P32600	Q12050	0
P38809	P11491	0
P40422	P53930	0
P46973	P17558	0
P41544	P47128	0
P38228	Q03435	0
P36130	Q08816	0
P38080	Q03496	0
P11075	P36533	0
P38077	P15274	0
P32580	Q02608	0
P33441	Q99220	0
Q03818	P07806	0
P39980	P27344	0
Q04049	P40484	0
P20134	P06103	0
P20424	P40422	0
Q07395	P04051	0
P32074	P40080	0
P40454	P38218	0
P39968	P36162	0
P25584	Q12527	0
P06208	P39923	0
Q12161	P34078	0
Q12265	Q03868	0
Q12114	P18852	0
Q06506	P53115	0
P40990	P80967	0
Q12019	P32581	0
P46944	P00817	0
P00445	P0CX24	0
P32345	P38928	0
P40449	P40558	0
Q12477	P21190	0
P36118	P27705	0
Q08956	Q04272	0
P09733	P16892	0
P17891	P40161	0
Q08956	P53062	0
Q05946	Q08729	0
Q99394	Q03954	0
Q12361	P40013	0
Q12363	P38232	0
P53849	P22696	0
P32639	Q01919	0
Q04935	P87262	0
Q02725	P38337	0
Q02159	Q06107	0
Q12072	Q06493	0
P40087	P12689	0
P38825	P33750	0
P53867	P46674	0
P40990	Q12045	0
Q05933	Q06410	0
P47170	P53039	0
P53150	P49167	0
P17883	P53893	0
P22211	P53158	0
Q06440	P40449	0
Q08622	D6W196	0
P08964	P38928	0
Q12194	P38996	0
P35127	P40477	0
P17123	P11792	0
P36006	P13259	0
P36054	P26793	0
P46676	P39107	0
P32618	P32911	0
Q03533	Q08649	0
Q00618	P38811	0
P06242	P38257	0
P25301	P32525	0
P53914	P53875	0
P34241	Q08179	0
P39946	P36148	0
P14359	P53082	0
Q12518	P28320	0
P53969	P38869	0
P38999	P38199	0
P19414	P47024	0
P32259	Q12194	0
P38348	Q12453	0
P42847	P36015	0
Q12262	P25591	0
P21524	P32597	0
Q07457	Q06648	0
P41806	Q12175	0
Q99234	Q02197	0
Q08732	P53192	0
Q06156	P53877	0
P37370	P33399	0
Q12477	P16861	0
P38251	Q02969	0
P53224	Q08278	0
Q2V2P8	P26783	0
P38523	P18759	0
Q03790	P53978	0
P22438	P53248	0
Q04651	P14120	0
P47821	Q02866	0
P48562	Q04183	0
Q12532	P17121	0
P54860	Q06623	0
P50102	P12754	0
Q03897	P35184	0
Q06479	P53266	0
Q03818	P07560	0
P29539	P48589	0
P06843	P12962	0
P36036	P53135	0
Q04500	P40479	0
P54115	P41808	0
Q04921	P36070	0
P36520	P34760	0
P32342	Q04922	0
P07866	P32357	0
P21339	P41800	0
P38333	P40325	0
Q07657	P17255	0
P53313	P32491	0
P32613	P32591	0
P09624	Q12386	0
Q02555	P40987	0
P22204	P33331	0
P15891	Q02969	0
P38181	Q03010	0
P53277	P22438	0
P40080	P47167	0
P28007	Q03435	0
P12904	P32803	0
Q06137	Q08214	0
P06778	P46946	0
P39073	P40208	0
Q03782	P46985	0
P38705	Q08726	0
P47124	P05756	0
Q02199	P32496	0
P53829	P33411	0
P32559	Q12518	0
P38687	P24280	0
P48510	P38797	0
P53507	P38630	0
P31244	P53038	0
Q12255	Q04233	0
D6VTK4	P03879	0
P40073	P43568	0
P36053	P32902	0
Q00362	P0CX30	0
P34077	Q04749	0
P53165	P47976	0
P22470	P38251	0
Q00684	P38356	0
Q6Q546	P53927	0
Q6Q547	Q12276	0
P40078	P38352	0
P32914	P28003	0
P47140	P43593	0
P35728	P09733	0
P40395	P20438	0
P35193	P39014	0
P00572	P39531	0
Q12168	Q12285	0
P32774	P35178	0
Q06108	P38859	0
P33308	P53900	0
Q08496	Q12298	0
P27796	P22007	0
Q04511	P35210	0
Q12143	Q04007	0
P33203	Q12411	0
P40202	P08067	0
P38348	P25626	0
P36131	P33308	0
P25693	P53901	0
P16474	P23301	0
P19516	Q03010	0
P38261	P32854	0
P47149	P07347	0
P53930	P48836	0
P53250	P47075	0
P29465	P23369	0
P38193	P40090	0
P14907	P06104	0
P53039	P20434	0
P53946	P17106	0
Q06410	Q06078	0
Q03161	P15019	0
P40975	Q06164	0
Q03718	P38326	0
Q02796	P45978	0
P07264	P23337	0
Q06405	Q06107	0
Q03818	P23724	0
P53189	P40511	0
Q12754	Q03375	0
P28496	P38962	0
P39940	Q06263	0
Q06469	P33754	0
O13539	Q12292	0
P53108	P41821	0
Q02642	P32492	0
P48837	Q07887	0
Q04377	P38791	0
Q12046	P32597	0
Q08176	P25559	0
P53079	P53250	0
P46970	Q03691	0
P38931	P41818	0
P20459	P40581	0
P0CS90	P53881	0
P53935	Q07915	0
P40994	P47170	0
Q03096	P0CX24	0
Q05080	P09547	0
P36094	Q08754	0
P31384	Q12451	0
Q12018	P22517	0
P38065	P38696	0
P40316	P38797	0
P53157	P48510	0
Q99234	P53276	0
P29467	P09064	0
P47118	P38985	0
P41901	P36005	0
P53743	P40314	0
Q04868	P38238	0
P0CY09	P09232	0
Q06630	Q02795	0
P34241	P38928	0
P40987	Q02772	0
P36112	Q06340	0
P10662	P52920	0
Q99176	Q03921	0
P40562	Q12072	0
P07257	P53253	0
Q3E7A4	P28707	0
Q01448	P20433	0
Q08561	Q02197	0
Q12142	Q04053	0
P32829	P12612	0
P53136	P37370	0
P32389	P46964	0
Q02455	P32524	0
P32842	P33418	0
Q06338	P53176	0
P10507	P24814	0
Q12483	P53254	0
P23900	P34756	0
Q3E830	P32559	0
P33301	P32909	0
P50105	Q08726	0
P39715	P39013	0
Q01560	P32905	0
P53871	Q00539	0
P32913	Q07623	0
Q05933	Q12411	0
Q04921	P38738	0
P53043	Q12084	0
P38065	P38746	0
Q06385	P38682	0
Q03063	P17442	0
P15179	P43621	0
P40456	P53327	0
Q3E830	Q07794	0
P21951	P48563	0
P53179	P36123	0
P21651	Q04228	0
Q12361	P39944	0
Q00772	Q03246	0
P43561	Q08581	0
P35727	Q03213	0
P43572	Q06162	0
P38692	Q12060	0
P39016	P36015	0
P39744	P53112	0
P31412	P38283	0
P40955	P36070	0
P53937	Q12009	0
P41896	P32796	0
P14306	Q06245	0
Q08465	P40422	0
P36000	Q12483	0
P27344	P39520	0
Q04749	P07252	0
Q92317	P38633	0
P38316	P30771	0
P39935	P36144	0
P38934	P40457	0
P50077	P42949	0
P14905	P53946	0
Q12395	P36064	0
Q12368	P53983	0
P49960	P32288	0
Q06629	Q07084	0
Q08484	P53309	0
P38170	Q05543	0
Q05933	P33753	0
P35732	P07284	0
P39103	Q02805	0
P53323	P53129	0
P87262	Q08273	0
Q05787	P00830	0
Q12142	Q12369	0
P32862	Q99260	0
P06780	P33338	0
P38302	P36102	0
Q99394	Q08273	0
P38821	P53855	0
P36096	Q12434	0
P48560	P35191	0
Q07980	P38326	0
P47074	P32453	0
P32458	Q08119	0
P40422	P46989	0
Q07350	P33420	0
P07260	P39007	0
P19262	P32489	0
P38352	P32565	0
Q04636	P38042	0
P34244	P50085	0
P50946	P53917	0
Q12107	P41800	0
P26637	Q07930	0
P89102	Q12009	0
P40960	Q00772	0
P38313	Q12287	0
P40480	P46984	0
Q03162	Q06148	0
Q02455	P25270	0
P32769	P39538	0
P43545	Q04225	0
P40028	Q05580	0
P25359	Q05580	0
P39727	P41800	0
P43561	Q12315	0
P38555	P05743	0
P53220	P40094	0
Q05930	Q00416	0
Q05636	Q99380	0
P53188	P25270	0
P32468	P40030	0
Q03161	P05748	0
P54860	P32599	0
P38182	P00931	0
P32855	Q06689	0
P32570	P28834	0
P40576	P38222	0
P14905	P25451	0
P53323	Q07454	0
P15624	P22353	0
P06197	P38860	0
P53236	P27705	0
Q92328	P05744	0
P07283	Q03496	0
P35193	Q08491	0
P47134	Q12466	0
Q99247	Q04177	0
Q07930	Q12060	0
P08018	Q07878	0
P40512	P35997	0
P23561	P39520	0
P69850	P32803	0
P14742	P41800	0
Q07084	P40164	0
Q3E7B6	P47006	0
P32895	P17121	0
P53949	Q12080	0
P09733	P07834	0
P40348	P39923	0
P39960	P00431	0
P31384	P41834	0
P40477	P00899	0
P40956	Q04779	0
P38737	P39526	0
P38770	Q04477	0
Q04969	P40061	0
P14908	P40577	0
P43591	P50276	0
P31376	P38714	0
P38344	P41808	0
P40498	P38260	0
P47165	P17442	0
P38042	P33309	0
P38129	P05744	0
P25043	Q12059	0
P24719	Q02205	0
P08018	P52920	0
P40469	P50947	0
Q12099	Q12143	0
P32618	P29295	0
P35728	P40064	0
P20459	Q3E7Z5	0
P53146	P12688	0
P41813	P53733	0
P36531	P19516	0
Q08285	Q99234	0
P18412	P23255	0
P48561	P50113	0
P33420	P28007	0
Q05029	O13516	0
P49334	Q05022	0
P38263	Q99314	0
P53137	P24871	0
P32786	P14741	0
P34072	P37291	0
P39083	Q05580	0
Q04048	Q3E7A4	0
Q12033	P38291	0
Q12117	P53309	0
P23968	Q03774	0
P17119	P52490	0
Q05775	Q06810	0
P38869	P38786	0
P23179	P32565	0
P04801	P47074	0
P17255	P38130	0
P43572	Q02206	0
P20484	Q04461	0
P41811	P40571	0
Q08723	P10962	0
Q03660	P35197	0
P16861	Q06668	0
Q08457	Q12084	0
P29029	P38182	0
P39993	P31111	0
P35208	P27636	0
P25344	P13856	0
P34244	Q02950	0
P38886	P53044	0
Q08208	P07281	0
Q12041	P25367	0
Q02197	P36523	0
P43561	P36117	0
P40038	P36116	0
P0C0W9	P00427	0
Q12027	P40303	0
P38737	P14164	0
P32336	P23255	0
P36095	Q12349	0
P40956	P38123	0
P40054	Q01852	0
P53235	P32660	0
Q06108	Q12059	0
P22804	P46973	0
Q06631	Q05930	0
P35127	Q12495	0
P38866	P00958	0
Q06580	Q08949	0
P36108	P35184	0
P40956	P33448	0
P25573	P40316	0
Q99258	P40361	0
P35184	P53937	0
