P48563	P25348
Q05934	P43638
P38063	Q07532
P32502	P36775
P32525	P19454
P38824	Q12163
P21734	P53437
Q03433	P47110
Q01080	Q08962
P25039	P36005
Q03824	Q02784
Q05934	P09932
Q08179	Q12298
Q3E829	Q03407
P53008	Q12216
Q07896	P47037
P33204	Q08208
P46946	P38753
P87108	P38063
P00924	P46675
P40065	P40160
P22133	P19516
P48566	P21951
P47061	Q12074
P32356	P47054
P38791	Q02516
P25651	P34233
P27882	P38759
P53064	P06838
P38927	Q12487
P32345	P43132
Q04213	P06102
Q12208	P46673
P53840	P32787
P31111	P04449
Q08562	P41697
Q03254	P23301
Q06682	Q03792
P47051	P19358
P0CX30	P33304
P36040	P04802
P54784	P53845
P53974	Q02574
P40043	P38785
P38120	P53320
P29467	P41901
P53124	Q02950
Q02647	Q03899
Q05900	Q06568
O74700	P32609
P38700	Q06213
Q12125	Q12522
P53248	Q04002
P40202	P53927
P29461	P38111
P39685	P22353
Q06137	P08466
P07264	P40530
P47130	P50945
P34760	Q12168
P00330	P33420
Q04748	Q06697
Q05021	P43591
P39718	P32453
P36037	P35727
P06774	P38164
Q12466	Q07930
Q6Q547	P0CX52
P36017	P20433
P53311	P53295
P45976	P40366
P19955	P07866
Q04341	P38164
Q08873	P38753
Q12334	P32336
P14747	P17106
Q12074	Q06682
P39081	P40487
P47077	P34247
Q08491	P50077
P38439	Q92316
P32495	Q99383
P25558	P48524
P38207	P25344
Q06410	P32566
Q03125	P53281
P40565	P43591
P36053	P17123
P40357	P38307
P42847	P53305
Q03654	P53311
P38920	Q06504
Q00711	P25359
P47048	Q04947
Q12522	Q06032
P43594	P35200
P39954	Q12114
Q12748	Q08119
P25579	Q01852
Q03433	P36117
P22543	P38792
Q01722	P32855
P53861	P53295
P53921	P17890
Q12028	P40020
P32521	P52553
P32571	P53313
Q01560	P40060
P10174	P38313
P09733	P33202
P47124	Q3E840
Q12223	Q08230
P36124	P19158
P40457	Q08773
P04385	P06843
P10849	P53267
P53195	P36146
P32347	P38825
P42846	P17891
P53032	P23293
P06182	P35187
Q12030	P54730
P32461	P32492
P09119	P22804
Q06217	P39731
Q03976	P09547
P32419	P38300
P08456	Q08235
P23615	Q12018
Q08601	Q12348
Q08204	P25454
P38257	P39008
P38863	P34237
P53971	P38888
Q99247	Q03435
P53037	P35210
P53890	Q06032
P40010	Q08726
P10662	Q99278
P39112	Q08923
P40054	P11972
P36145	P53039
Q12692	P38341
P32335	Q12402
Q12469	P47037
P32342	P38260
P50623	P38928
P24868	P34223
P35191	Q02775
P31539	Q05930
P19097	P07261
P46985	Q12449
Q12445	P38798
P53721	Q02753
P48560	P40070
Q05775	P38960
P10964	Q00764
P40150	P29055
P14908	P00830
P38707	P32559
Q02256	P53235
P53198	P48562
P38791	Q02554
P04456	P23638
P53292	Q3E7B6
P36094	P38771
P32461	Q12216
P27692	P49957
P32660	Q04839
P14306	Q04511
Q08490	Q02606
Q02820	Q12518
P38855	Q03774
Q04338	P40204
P53959	P32527
P17157	P16370
P19516	P29295
P15705	P40498
P23337	P50105
P46675	Q03503
Q06324	P28519
P20081	P36161
P05744	Q02608
Q06339	P40010
P05317	P46677
P19524	P40314
Q02950	Q12451
P45976	Q03430
P36037	P53959
O14468	P07703
P04840	Q12508
P38236	P25559
P32496	P38748
Q07532	P40513
P50105	P30657
P53063	Q06108
P34077	P54115
Q03390	P39960
P25301	Q06506
P38210	P39717
Q92328	P53953
Q9URQ5	Q12466
P38985	P36108
Q02629	P38810
P53599	P38714
P38305	Q12181
Q08561	Q07807
Q06211	P40303
P40018	Q12369
P38805	P39081
Q06630	P34164
Q04493	P54730
P33302	P40469
P38801	P38930
Q07921	Q12159
Q03834	P40078
P25337	P38825
P41800	P06104
Q00245	P40018
P06843	P54860
P38873	P43587
P47108	P50945
P38910	Q04341
P41814	P39706
P53971	P11076
P12868	P32381
P33330	P53958
Q06449	P40518
Q06032	P36104
P21576	Q06385
P04051	Q12159
P22353	P43563
Q07528	Q12134
P40327	P32366
P35177	Q06631
P32526	P14120
P46949	P40991
Q00245	Q9URQ5
P35187	P41318
Q08732	P40036
P25582	P25579
P53320	P23293
P25357	Q04867
P32874	Q12343
Q12223	Q99207
Q12192	Q06679
P25693	P40204
Q99257	Q12366
P40965	Q02939
Q03899	P30822
P40362	P36161
Q04062	P23639
Q04338	P14284
Q12389	Q05942
P17123	P34087
P38217	Q12028
P32578	P04037
Q03944	P00424
P50087	P29056
Q05636	P39935
P04456	P33308
P04385	P40495
Q06245	P53900
P40856	P32565
Q12415	Q06616
Q07878	P32842
P32344	Q92331
Q06208	P21825
P36168	P35201
P40515	Q08032
P53201	P32571
Q12692	Q12417
P00729	P35817
Q08729	P40033
P38164	P38781
P36121	P40096
O13329	P53855
Q04921	P38957
P48566	Q03687
Q03723	Q08412
P32464	P39937
Q02260	P06106
Q99234	P25515
P43535	P53239
P47120	Q12421
Q04431	P43561
P32495	Q12309
Q06406	P00546
P53178	P32367
Q03373	Q12098
P43573	P22216
Q12417	Q06708
P38927	Q2V2P8
P53333	Q03687
P32563	P33304
P33309	P46963
P38297	P39001
Q12034	P40094
P38882	P16649
Q12754	P40059
P40577	Q03433
Q07623	Q06287
P22804	P53192
Q06224	P39523
P33309	P05085
P38826	P38072
P15703	P47047
P39967	P53721
P12754	P32904
P53168	P09938
P48363	Q05029
P38708	P53921
Q03761	Q08981
P38266	Q12157
Q04225	P34253
P35182	P0CX52
P32774	P39073
P23968	P50942
P32461	P40026
P31334	P53311
Q06616	P00560
P53037	P14020
P36022	P32364
Q08816	Q07395
P19524	P54838
P38623	P21827
P36068	P41910
Q05787	P11632
P37370	Q02983
P50875	P36533
P47165	P41811
P14904	P00330
P05737	P38818
P42900	Q07657
P25694	P43535
P35194	P25808
P39729	P40512
P09457	P39014
P38960	Q07442
P40060	P32561
P22082	Q12066
P32562	Q00245
P46674	P46995
P25648	P47045
P39967	P24870
P53843	P12684
P41920	P38193
P35727	Q04779
P39010	P46655
P48569	P54113
Q12298	P22138
Q12292	Q12514
O14467	P40994
P22135	Q06512
P38736	P00890
P52491	Q12502
P53128	P25558
P41318	P38084
P60010	P38742
P53169	P33759
P40466	P08067
Q03868	Q08215
Q12149	Q12107
P32578	Q03954
P20095	P00958
Q08119	P22224
P35197	Q12471
Q06011	Q03769
P34224	P40495
P38212	P25369
P26798	P36147
P40477	P0CX52
P22354	P02557
P0CE41	P40359
P47006	Q2V2P8
Q12074	P17121
Q3E7Y3	P42845
Q12122	P47129
P36008	P00950
P87262	P31109
Q03503	Q12487
P50623	P52868
P25656	P32565
Q06389	P39722
P32854	P48581
P40558	Q06188
P27344	P32387
P07249	Q05543
P40072	P29295
P38692	P16622
Q12004	P16861
P38162	P38116
P21372	P89102
P29478	P46970
P00899	Q12015
P48837	P23615
P11075	P36775
Q12344	Q07896
Q12452	P38708
Q12123	Q12154
Q06406	P39107
P53233	P35996
P32495	Q06164
P27796	Q08729
P32378	P48564
P69851	P39937
Q04377	P00890
Q08465	P29029
Q12421	Q06159
P53899	Q08096
P25649	P39731
P53309	P38844
P53280	Q02732
P52920	Q07688
P48526	P47077
P39720	P02557
P32599	P32581
Q03654	P38313
P07253	P36534
Q05050	Q08685
P16140	Q03713
P06774	P57744
P31688	P38809
P40358	P25638
P38989	P31539
P39517	P25357
Q01163	P00044
P69771	Q06005
P53176	P23202
P33891	P26448
P39008	P49960
P38292	P38333
P33753	P38199
P32461	P42844
Q12055	P07276
P22216	P53298
P53949	Q07794
Q04031	P40010
P38953	P19516
Q3E7A4	P33296
P41543	P38254
P38816	P39079
P25342	P46680
P07283	P04456
P22336	Q06836
P32333	Q12451
Q06236	Q06109
P32833	P25343
P22082	P0CX30
P40994	Q12335
P38891	P07253
P47045	Q04839
Q04401	P47045
P32447	P40060
Q08245	P52286
P53235	Q06625
P28241	P35203
P40496	P0CS90
P12688	P46683
P38310	Q06001
P06104	P32591
P53192	Q12083
P25569	Q08491
P38828	P12686
Q99344	P39722
P32288	P47069
Q02767	P38987
P36123	P38766
P53604	P41057
P38633	P32905
Q08562	P08525
Q06339	Q08285
P32833	Q05789
Q05530	P32844
Q08484	P32831
P35208	P53251
P53909	Q02100
P33448	P33309
P53082	P32639
P25719	P43638
Q04007	Q02931
Q12165	P38824
P37366	P08456
P53043	Q6Q560
P34241	O13297
P16892	P32589
P25441	P36131
P41910	Q06488
P69851	P47111
P38783	P39515
P89105	P25642
Q92328	Q12451
P48415	P41808
P38615	Q00723
P37838	P20084
P40070	P25294
P29478	P32381
P38968	P04803
P04786	Q12034
Q03430	Q12440
Q05166	Q6Q546
P36148	Q03497
P40089	P47027
P53877	P40858
P40505	P32527
P49687	Q06287
P40187	P38837
P00420	P32609
P07270	Q07350
P43621	Q08208
P38636	P36000
Q04693	P40156
Q03782	Q12416
Q00618	Q07930
Q08484	P39103
P42939	P48606
P40464	P18410
P32916	Q08412
P53197	P36115
Q02775	Q12328
Q3E835	P15938
P39990	P28005
P36076	P28239
P39925	P06774
P39676	P32561
P32944	P53327
P42836	Q02725
Q03714	Q04210
Q6Q560	P53633
P38817	P40530
P48837	P21827
P38249	P48569
P38615	P42939
P53731	P47074
Q07084	P36094
P21827	Q12033
P30619	P06782
P20606	P25642
P07273	P48237
P25359	P53890
P40089	P17255
P40464	P32367
P53886	P38792
P38798	Q03390
P32500	P09624
P14540	P40517
Q03694	P41546
P50089	P35728
P32599	P53846
P34218	P40096
Q08215	Q02803
Q03940	P36160
P39718	Q12481
Q03772	P53280
P26449	P38132
P16474	P47042
P38819	Q12493
P47150	Q08208
P53845	P39995
P16523	P38958
Q12102	Q3E846
Q06142	P38701
P43124	Q05670
P41806	Q12208
Q00402	P33416
P16451	Q03067
P38788	Q07951
P40485	Q3E830
P25515	Q12328
P47064	Q12466
P38877	P32266
P38888	P22214
Q08601	Q08208
P09457	P41920
P38742	P38915
P38077	Q99394
P15731	P53289
P53955	Q07657
P14063	P46946
P47035	Q06339
P25616	P53733
Q07653	P40957
P00431	P39524
Q12329	P53267
P08566	P39985
P38086	P48361
Q12136	Q08921
Q03768	Q06211
Q12508	Q04924
P20485	P38241
P32830	Q3E846
P32618	P41896
P25847	P38261
P39743	Q06696
P14906	P57743
P05986	P41735
Q12330	Q01080
P25368	P01097
P33298	P34247
P39729	Q02803
Q04632	Q12318
Q08818	P12689
P38153	Q07528
P53973	P38632
Q12466	P38877
Q06678	P13259
P15873	P80667
P20448	Q05050
P36421	P12954
Q06333	Q06704
Q08646	Q6Q547
P47976	P07143
P32558	P07262
P53604	P38217
P46948	P32529
P39108	P36022
P38170	Q08818
P25558	P32337
P47167	Q04601
Q03713	P20434
P38737	P39079
P40026	P53919
Q02983	Q03957
Q92316	P49723
P00410	Q07457
P22209	P06787
Q08232	Q08816
P32571	Q06672
P40485	Q00618
P32807	P40565
Q06032	Q92325
Q06333	Q12066
Q04372	P28000
P15274	P36046
P40054	P38431
P34237	Q08176
P20434	P47129
P07262	P10869
P36421	P23644
P53901	P41903
Q3E7Y3	P40571
P50106	P40024
P43122	P06838
P32902	P53235
P41910	P24276
P12684	P16474
Q07395	P25591
Q3E7B6	P47149
Q07528	P32461
P38844	P50623
Q04217	P40106
P52870	Q05518
P32893	P04802
Q99278	P0CX56
P39076	P53008
Q12748	P25554
Q08412	P17119
P40059	P38869
P20448	P53082
Q04947	P40316
Q99314	P18562
Q08230	P05748
P38877	P07255
P38708	P39107
P32774	Q07951
Q02256	P38805
Q06819	P25558
P46970	P38822
P33775	P12754
P40554	Q05776
P41909	P49167
P25847	P46944
Q08226	P39735
P40466	P38590
P32364	P32499
P32600	Q04868
P53136	P38187
Q08496	P40364
P20795	P14741
Q08746	P07250
P53854	P32597
P38863	P40314
P25605	P53145
P40546	P21192
Q6WNK7	P14540
P20052	P53875
P25808	Q12329
P32911	Q08754
Q04660	P53199
Q12216	P14359
Q06251	P34224
Q12406	O13516
P18852	P38146
Q03327	Q99314
P53193	Q06835
P13185	P39678
Q01477	Q05021
Q12287	P32841
Q08818	P38766
P32479	P39516
Q08977	P28834
P40993	P18496
P41810	P17883
P43321	Q04003
P39010	P00044
Q05900	P53011
P49686	Q12114
P38811	Q12425
P38719	P00410
P30775	P53851
Q12532	Q06689
Q06704	Q07821
Q08204	P17119
P43614	P38881
P25390	Q12118
P50874	P36520
P53185	P02400
Q12318	P06634
P14180	P37254
P49166	P53866
P54784	P38333
Q03921	Q01560
P38818	P40364
P32335	P31377
P53538	P41832
Q99176	P23059
P10174	P34167
P40495	Q08287
P47048	P53212
P25616	P38859
P21734	P53061
P18852	P33333
P11747	Q06164
P57744	P22219
P53691	P40186
Q05610	P35182
P43592	P36024
P53899	Q06820
Q04264	P35208
Q02875	P34218
P42836	P53201
P39522	Q06493
P40458	P38701
Q02647	Q04080
P35732	Q08685
P22515	P50113
Q12311	P43132
Q12018	P15873
P38632	Q06604
P19145	P47037
Q05541	P40422
P32463	P36131
P50946	P35187
P43594	P35194
P41807	P06208
P53082	P00330
P15274	P38264
P32378	Q03124
P53731	P32347
P38637	Q01080
P40357	P33297
P04386	Q02908
P28791	Q12495
Q06178	P39081
P07273	P25655
O13297	Q06217
Q12000	P37254
P14742	P53254
P53718	Q05359
Q12159	P46671
P52960	P43124
P07255	Q05670
P41910	Q03390
P29467	P40851
Q01448	Q12292
P53289	P05740
P25339	P15938
P33308	P32831
P06704	Q3E829
P43579	Q12242
P47113	P34226
P25623	P34252
P49687	P53267
P40073	P36046
Q08729	P11491
P33313	P25649
P19735	P38144
Q08491	P38995
P39969	P41819
P04840	P38065
P41817	Q08208
P27692	Q06604
P36104	Q02630
P07283	Q06208
P38080	P53327
Q04213	P38712
P23644	P38785
P20449	P50875
P53192	P41895
Q12321	P38753
P33323	P43638
P42843	P19812
Q03370	P35181
Q12134	P32480
P53390	P32854
P10823	Q12080
P49573	P0CE41
P43321	Q06820
P32617	P39720
P39926	Q02260
P40016	P39676
P32485	O13525
P19880	P36009
P48240	P09119
P32351	Q00711
Q03153	P05085
P40089	P39014
Q06706	P38784
P40462	P40344
Q07953	P38199
P09733	Q03957
P46964	P19658
P32914	P53281
P48234	O13329
P20436	Q99359
Q12734	Q06677
P46973	P28496
Q04922	Q06245
P31787	P53129
Q06525	P12753
Q12464	P53845
P32899	P32797
P13259	P38632
P32468	Q12468
Q08581	Q08287
Q06680	Q07395
P32497	Q02774
Q12466	P38336
P32381	Q04935
Q12309	P23595
P11938	P20604
Q03429	P41546
Q06505	P53725
P53108	P26448
P48361	P22204
P50276	Q08550
Q02803	P38779
P40548	P53246
P28519	P46954
P43639	P38232
P43612	P07262
P39076	P53937
P26449	P17555
P41544	P50110
P34078	P49167
Q2V2P9	P47149
Q12287	Q06678
P33201	P53168
P50086	P06782
P39009	P24279
P38164	P28743
Q03433	Q12102
P40064	P38333
P32944	P38823
Q03503	P39940
D6W196	Q08981
Q02629	Q12488
P38147	P53949
P40156	P04840
Q03455	P25651
P00854	P11745
P06704	P80667
P46683	P39678
P38426	P43587
P09798	P41903
Q99344	Q04067
Q08231	Q3E7X9
Q08457	P32912
P25294	Q08236
Q01919	Q12208
P39079	P25342
P38251	Q02647
Q03201	Q12416
Q04693	P39107
P53169	P35177
P38805	P14907
P22803	P19097
P25359	Q12028
Q12457	P14020
P00546	P23638
Q06163	P34230
Q02647	P22855
P40479	P06101
Q12347	P40358
P14737	P19735
Q12040	P14359
Q02516	P38110
P16649	Q02793
P53834	P39936
P28496	Q12476
P39723	P16862
Q07442	P22470
P50946	Q12338
P36008	P53277
Q08285	Q12098
P15442	P21771
P38210	Q12406
P38344	Q02794
P25579	Q12328
P39012	P40090
Q92325	P47024
P25582	P09457
P40303	P38263
P47061	Q03834
P19145	P40070
P15891	P53320
P28795	P19097
P17157	P60010
Q08230	P38827
P26637	P38840
P18851	Q92328
Q08732	P87262
Q03705	Q01939
P46985	Q12098
P40454	P25649
P14724	P40154
P38630	P54838
P39742	P11491
P33334	P38218
P08432	Q12040
P43554	Q12338
P40020	P36076
P0CX52	Q12242
P32445	Q3E829
Q03246	P38931
Q12248	P39735
P38187	Q08214
Q2V2P8	Q05583
P38204	P25045
P34252	P16862
P25559	Q12368
P53897	P0CX30
P53102	P38013
P53189	P28791
P52891	P01149
P23968	P38803
P39929	P38138
Q99383	P39112
Q07979	P38316
P53253	P36152
P47112	Q08977
P38198	P00729
P23968	Q12403
P46983	Q12206
P53233	P09938
P0CX87	Q12221
P33448	Q12380
Q12734	Q06525
Q07915	P27882
P53633	P25046
P16522	P53854
Q04847	P38903
P12962	Q08285
P40186	Q12451
Q12220	P47064
Q12527	P34241
P25567	P00549
P15891	P36075
P17106	P39742
P53865	P35845
P32351	P52919
P46678	P39722
P36008	P38811
P38129	P38682
Q02820	P53905
P32526	P32943
P38300	P38427
P32334	P40970
P38903	P39076
P21268	Q12107
P53861	Q12046
P20457	P38203
P40495	P40335
Q05123	P38523
Q07381	P24867
Q06169	P38328
Q05610	Q06091
Q12176	P39925
P53313	P09932
P14693	P54885
P36144	P53068
P38632	P47051
P39729	Q04779
P36046	Q06001
P89886	P40480
P46675	Q12386
P00424	P06105
P21691	P38959
Q06407	P15436
Q03124	P38273
P20049	Q00402
P40026	Q08561
Q08742	P0CX50
P28006	P53865
P53899	P57743
P37254	P39073
P39723	P40558
P53233	P41697
P33201	Q08387
P39516	Q03290
P32463	P08153
P48526	P23968
P14064	P50108
P38768	Q06580
P48589	Q06479
Q05791	P41697
P00410	P18898
Q12234	P38352
P22803	P52870
Q12106	Q12451
P26321	P07256
P27929	P53064
P40477	P0C2H7
P25301	Q03323
Q03503	P53834
P32529	Q02642
P40856	P43594
P38065	Q00776
P40548	Q04500
P05318	P40413
P04650	Q3E7A4
P39875	P33895
P07256	P38991
P38251	P32566
Q12154	P53104
P40511	P11792
P10961	P53973
P38692	Q03687
P40479	Q04659
P27466	P35181
P43602	Q12314
P53738	Q12157
P40577	P32524
Q06623	P36159
Q12292	P25584
Q12415	Q08492
Q03792	Q04003
P08153	Q04712
P19736	P46949
P22219	P07269
Q02554	P20435
P53886	Q12734
P47117	Q02685
Q03327	Q08924
P29468	P40956
P47089	P25336
P25357	P00937
Q04401	P47120
P38877	P38838
P33304	Q03761
P38264	P38247
Q05543	P53905
Q06338	P53549
P40568	P21192
P30656	P48837
Q03937	P14905
P16862	P47081
P32493	P25588
Q12348	P53628
P41821	Q03390
P11075	P33895
P41814	Q06604
P35200	P27616
P53093	P42843
P53721	P46983
P39928	P38753
Q04739	P07143
P40038	P36075
Q12038	Q03375
P07560	P23641
P07261	P07390
P38265	Q05022
P34224	P54838
P21264	P50945
P53254	P40568
Q06632	P05626
Q12220	Q08245
Q02196	P07342
Q02256	P38791
P36024	P07342
P40851	P53935
Q12308	P41909
P32799	Q12329
Q05568	P07270
Q06525	P32565
Q02260	P25719
P04449	O14467
P46985	Q03579
P38999	P31787
P53067	P39014
P47006	P09959
P23642	P34218
P40505	P35127
P32526	P07264
P28320	P38427
P34252	Q08726
Q04264	P29056
P40029	P27637
Q03124	P48527
P47029	P50276
Q04949	P40064
P19073	P38768
P32591	P29703
P36036	P40010
P48564	P31382
P40344	P05743
P41544	Q03067
P25385	P38789
P27692	Q12122
Q12234	P38708
Q12476	P18852
P07266	P48439
P25559	P47118
P31109	P32334
Q07915	P32773
Q12157	P40559
Q12024	Q12046
Q03327	P53038
P40512	P53140
Q07395	P53604
P03879	P22135
P37297	P53011
P38962	P0CX46
P22141	P20436
P24869	P81451
Q01454	P38633
P27809	P19956
P25339	Q12334
Q99190	Q02793
P39720	Q99189
P43609	P38785
P33204	Q03010
Q08923	P53128
Q12250	P47045
Q06106	Q12347
Q02890	P38236
Q01448	P32419
Q05123	P40026
Q12143	P00330
P05747	Q04049
Q12107	P34237
P42845	P14063
P32471	P04456
P53834	Q07084
P38869	Q07533
P39958	P31384
P21825	P40055
Q06525	Q3E7A4
P14724	P36159
P40554	Q05580
Q00578	P47136
P08539	Q02260
Q05791	Q04368
P40482	P34072
P32570	P53840
P06704	Q12743
P40498	P04147
P20447	P17076
P39676	P47081
P53278	Q08553
P25454	P09547
P00420	P07270
P53981	Q05518
P23900	P38232
P20457	Q04924
P04449	O13539
P38833	Q03018
P38824	P40086
Q03687	Q12532
P32618	P25515
Q12389	Q01329
P04147	P48240
Q05919	Q03940
Q05568	P11076
P38782	P05318
P08018	P32387
P32563	P47051
Q12223	Q04601
Q03201	P53317
Q05580	Q02642
P53951	P09119
P36017	P52919
P43568	P53297
P31383	P53178
P53930	P38987
P00958	P40968
Q12530	P49723
Q04839	Q12417
P35732	Q00955
P38346	P32074
P50875	P38819
P53187	Q06630
P25632	P36527
P33750	P48439
P38324	P32357
P11746	P00899
P53124	P09547
P53867	P53550
P19516	Q02931
P35181	P14180
P32914	P37262
P04819	P34162
P53691	Q02866
P15790	P25637
P35208	P18409
P53871	P32491
P53983	P25642
Q06668	P11325
Q06632	Q02776
Q06142	Q05050
Q04947	Q96VH5
Q07930	P32803
P41940	Q12114
P38229	P34253
P40094	P42939
P16547	P22149
P32841	P32380
P38824	Q06142
P47142	Q03897
Q12377	Q03579
P35817	P32578
P10869	P53114
P53863	P46964
Q08484	P38907
Q12527	Q92331
P53731	Q03103
Q12164	P53917
P38337	P40003
Q04660	P23641
P12904	P12383
Q02908	P07256
P40547	Q04007
P19097	P57744
P53272	P38615
P06777	P25656
P32361	P25569
Q06164	Q02794
P40452	P40511
Q06440	P32790
P0CX52	Q12522
P40318	Q03713
Q99314	P32807
Q92331	P36036
P22204	P49017
Q04779	P33299
P09938	P40036
P38175	Q04964
P31787	P34247
P38265	P38957
P06786	Q02260
P53168	Q02792
P40968	P36016
P0CX42	P32357
Q03370	P53292
P38877	Q05934
P42945	P04801
P05085	P53040
P40450	P47822
P18494	P53135
P32839	P38884
P46675	P22336
P33299	P23595
P53854	P21374
P21268	P50875
P22211	P46965
P33418	Q12106
P28005	Q06385
P41811	Q03388
Q06668	P22137
P27351	P08524
P05737	P39103
P53313	Q08685
P13382	P38263
Q12175	P40026
P38833	P04819
P38853	Q02875
P38089	Q12045
P38063	P38856
P10869	P38691
P0CX24	P38705
P43609	P04801
P33754	Q02795
Q2V2P9	P06782
P53900	P38212
P53267	P39009
Q6Q560	Q03455
P52891	P53129
P01123	Q12348
P39010	Q03407
P45976	P39010
P38828	P46959
Q08490	Q03687
P06704	P39523
P35189	P21957
P38274	P17883
P17076	P53244
Q07657	P25591
P35732	P38013
P53978	Q04322
Q05024	Q03691
Q02199	Q06102
P22216	P05318
P38257	Q08096
Q06707	P0CX24
P25588	P39967
P39538	P38817
P41895	Q06580
P47128	P32463
P25555	P41544
P36075	P33202
P53224	P39926
P38293	P27466
Q08923	P05747
P38428	P50276
P04786	P40342
Q07468	P25573
P48589	P50875
Q04226	P38199
P32569	P32914
P38254	Q05022
P19955	P47103
P00817	Q12306
P53691	Q99258
P53935	P33399
P32388	P10174
P08566	P36056
P50874	Q07532
P32453	P01123
Q04110	P47128
P47135	Q06218
P53900	P38819
Q12335	P53202
P32609	P38910
Q92325	P40055
P14693	Q04213
P32895	P38818
P28003	Q99344
P32841	P23900
Q03327	Q04048
Q3E744	P10662
P04050	P32379
Q07878	P49687
Q12522	P38827
P53743	P07267
P48412	P21243
P41810	P40327
P47112	Q04964
P17891	P38222
Q12194	P47104
P14359	Q08689
Q08873	P00924
P46669	P54837
P32558	P53178
P53163	P47822
P39720	Q12242
Q03071	P28743
Q99247	P53136
P53846	P41806
P12709	Q03579
Q05776	P39998
P00572	P48527
P43124	Q06324
P47093	P28817
P40491	P07283
Q08754	P29467
P25441	P53239
P33202	P47086
P38705	P53336
P38615	Q05518
P11325	P24868
P25646	P38276
Q06205	P27796
P00330	P38111
P25300	P53010
P47024	P18409
P41811	P39531
Q07442	P38801
P36519	P32600
P52870	P17883
P21374	Q02803
P22209	P16522
Q02932	Q12469
P40494	P53104
Q06406	Q12395
P22438	Q12743
P32491	P06838
Q12199	Q07930
Q01389	Q08412
Q00416	Q05029
P30657	P53378
P27692	P31787
P43605	P21734
P47019	Q12455
P11433	P49017
Q03195	Q3E7B2
P15731	P32570
Q00684	P21243
Q12421	P32913
P09733	P49167
P40955	Q08446
P43561	Q08685
Q12389	P48439
Q03533	Q08749
Q08773	P53317
P22336	Q06411
P38742	Q99181
P38922	P39103
P25604	Q04739
P53886	P17123
P47821	Q08932
Q07794	P38692
Q12059	Q06405
P06787	P47079
P32505	P17629
P38164	P47124
Q06385	Q02721
P38855	P53971
P39927	P27466
P53112	P25045
P53276	P28778
Q06389	Q02574
Q06137	P08524
Q05022	P38738
P42841	P14127
P28817	P52870
P38720	P32354
P38270	Q12083
P34164	P08964
P53905	Q02205
P32905	P40043
P08018	P32473
Q12377	P26755
P43561	P43583
Q08723	P22149
Q03750	P00931
P40457	P53140
P53927	P40020
P47057	P38187
P41910	P40356
P50094	Q02796
P17629	P30902
P47041	Q08412
Q04377	P36036
P33895	P32861
P14306	P32074
P32898	P39531
P38927	P53188
P40096	P34078
P46995	P53973
P32898	P23179
P38181	P39517
Q06103	P07250
Q6Q547	P40961
P15624	P46965
Q00362	P36167
P32259	Q08199
P54730	P40073
Q12015	Q02792
P53858	P31384
P20424	P29029
P39706	Q05530
P36057	Q06648
P22289	P25337
P53924	P25046
P40064	P33313
Q3E7X9	P10964
P40487	Q06704
P32608	Q05930
P38218	Q12380
P32570	P39008
P38637	P14242
Q04749	P53185
P11914	P36528
P12689	Q12363
P10869	P32618
P87262	Q03957
P50102	P25385
Q3E7A4	Q12343
P53769	Q04712
P47024	P18888
P04801	P32914
Q08965	P33753
P32862	P0CX87
P54730	P25337
P40477	P53718
P07342	Q01329
P38138	P40185
P38636	P28006
P37262	P36117
P32600	Q12050
P38809	P11491
P40422	P53930
P46973	P17558
P41544	P47128
P38228	Q03435
P36130	Q08816
P38080	Q03496
P11075	P36533
P38077	P15274
P32580	Q02608
P33441	Q99220
Q03818	P07806
P39980	P27344
Q04049	P40484
P20134	P06103
P20424	P40422
Q07395	P04051
P32074	P40080
P40454	P38218
P39968	P36162
P25584	Q12527
P06208	P39923
Q12161	P34078
Q12265	Q03868
Q12114	P18852
Q06506	P53115
P40990	P80967
Q12019	P32581
P46944	P00817
P00445	P0CX24
P32345	P38928
P40449	P40558
Q12477	P21190
P36118	P27705
Q08956	Q04272
P09733	P16892
P17891	P40161
Q08956	P53062
Q05946	Q08729
Q99394	Q03954
Q12361	P40013
Q12363	P38232
P53849	P22696
P32639	Q01919
Q04935	P87262
Q02725	P38337
Q02159	Q06107
Q12072	Q06493
P40087	P12689
P38825	P33750
P53867	P46674
P40990	Q12045
Q05933	Q06410
P47170	P53039
P53150	P49167
P17883	P53893
P22211	P53158
Q06440	P40449
Q08622	D6W196
P08964	P38928
Q12194	P38996
P35127	P40477
P17123	P11792
P36006	P13259
P36054	P26793
P46676	P39107
P32618	P32911
Q03533	Q08649
Q00618	P38811
P06242	P38257
P25301	P32525
P53914	P53875
P34241	Q08179
P39946	P36148
P14359	P53082
Q12518	P28320
P53969	P38869
P38999	P38199
P19414	P47024
P32259	Q12194
P38348	Q12453
P42847	P36015
Q12262	P25591
P21524	P32597
Q07457	Q06648
P41806	Q12175
Q99234	Q02197
Q08732	P53192
Q06156	P53877
P37370	P33399
Q12477	P16861
P38251	Q02969
P53224	Q08278
Q2V2P8	P26783
P38523	P18759
Q03790	P53978
P22438	P53248
Q04651	P14120
P47821	Q02866
P48562	Q04183
Q12532	P17121
P54860	Q06623
P50102	P12754
Q03897	P35184
Q06479	P53266
Q03818	P07560
P29539	P48589
P06843	P12962
P36036	P53135
Q04500	P40479
P54115	P41808
Q04921	P36070
P36520	P34760
P32342	Q04922
P07866	P32357
P21339	P41800
P38333	P40325
