P22438	P32461
P25360	Q99316
P09457	P38336
Q08496	P48836
P39929	P53822
P38222	Q04223
Q06685	Q02792
P38208	P53949
P41818	P47119
Q08237	Q08966
Q12385	P38687
Q03220	P16861
P53243	P38746
P36041	P40038
P08153	Q08496
P47065	Q06078
P50273	P53173
P41338	P07276
P25649	P53230
P38231	P53145
P53297	P40034
Q9ZZW7	Q04182
P40105	P40897
P14743	P32838
P34253	Q99297
P39008	P21243
Q12189	P32454
P39997	Q03759
P03069	Q07979
P38068	P25623
P38892	P32526
P29465	P01098
P27882	P22137
P51533	P47001
Q99208	P40071
P39551	Q08913
P22082	P05085
P52924	P38960
P38961	P39720
P10356	P20434
P07264	Q06132
P39939	Q03280
Q04410	P38337
Q92317	P32381
Q01448	P53910
P04710	P40308
P38817	P40347
Q12214	Q12512
P53214	P40464
Q03714	Q03619
Q05027	Q04598
Q3E7Z8	P00420
P38778	P38337
P32621	P22141
Q08214	P12945
Q08702	P53188
Q12416	P12709
P36120	P43588
P23285	P38784
Q08492	Q08984
P38893	P07270
P32573	P47057
P32319	Q06822
P33760	P22855
Q12369	Q03429
P32893	P39956
P40519	Q06511
Q02794	P32377
Q02889	P25625
Q04898	P38307
Q03787	P22803
P17898	P06244
P39712	P47035
P33330	P33328
P32945	P14064
P40475	P34227
Q12224	P32363
P25046	P53169
P11745	P25586
P53012	Q08919
P36116	O13559
Q06679	Q12406
Q06108	P46671
P25586	P47126
Q12136	P25585
P40581	P53873
P25042	P53210
Q12415	Q08964
Q07897	P52891
P38708	P32874
Q06598	Q06479
Q03406	Q04951
Q08831	Q07959
P53747	P38203
P15801	P38865
P39993	P21951
P38727	P39531
P16523	P36101
P31384	Q12466
P42934	Q07878
Q99314	P47179
P46682	Q04401
P43623	P38631
P42833	P38140
Q07980	P21147
P31382	Q06011
Q05123	P31374
P52490	P38127
Q08004	P05085
P27801	Q04711
P35176	Q08204
P40025	Q12003
P34756	P08518
P0C0X0	P43534
P30665	Q08387
P38911	Q3E7Z4
Q03151	P02557
P54862	P50112
Q12359	P32367
P53905	P32387
P36156	P18480
Q04174	P18961
Q02206	P48559
P53857	P39563
P28263	P50107
P39980	P32432
Q08187	P39077
P53077	P47152
P38806	Q05580
P21268	P32571
P32505	P47101
P47044	P40858
P38882	P14737
P0C2J4	P32770
Q08182	P47818
P53267	P38857
P39110	Q03784
P40460	P47062
P40154	Q12043
Q99383	P48240
P07252	P53080
P04802	P38700
P33755	O43137
P25587	P14063
P38910	P38836
Q07653	P08521
P32829	P29461
P29496	P53123
P38987	P36105
P22214	P07267
P80967	Q12502
P40530	P38804
P40957	P38151
Q08683	P47063
P38877	P36158
Q03795	P32451
Q03079	P53215
P38149	P50112
P53830	P29509
Q06178	Q06628
P40471	Q08045
Q05027	P25646
P53109	P32567
P38702	Q12343
P25340	P11433
P17261	P31379
P53185	Q12498
P36029	Q07351
P47057	P32495
Q07732	Q03631
P38767	Q12383
P48558	P30952
Q03178	P53968
P53261	Q08969
P38931	P38876
P29453	P25587
P14736	P40335
P32523	P48569
P33750	P53583
P07277	P40101
P46669	P38998
Q03103	P40462
P53848	Q12468
Q06689	P54791
P40491	P40574
P34223	Q07904
P38123	P38759
P48439	P23248
P40498	P40335
Q92393	P13712
Q07878	Q99344
P36041	P0CG63
P27351	Q12512
Q03180	P53157
Q12202	P39533
P48238	Q9URQ3
P18634	Q04458
P27680	Q12049
P53973	Q03652
Q04226	P32913
P32867	P46998
Q08287	P49018
P40204	P34218
P53899	Q12464
P53932	P36108
P53688	Q3E7A0
P53202	P32492
P15180	Q03195
P16664	P06838
P53750	Q03125
P28320	Q03050
Q12523	P32785
Q05871	P40414
Q12027	Q02336
P40164	P28241
P28777	P14242
Q02950	P35196
P0C2H9	Q06349
P02406	P38226
P38284	Q03262
Q96VH4	Q99188
Q08601	Q08645
Q04437	Q02774
P09457	P47822
P35193	P25653
Q12470	P08018
P50277	P21269
P46983	P13188
P47128	Q06324
Q08182	Q08553
A2P2R3	P33894
P25576	P53104
P38801	P40052
Q12012	P36523
P39682	Q3E841
Q08206	Q12743
Q02199	Q03081
P07251	P40960
Q04670	Q3E813
P40991	P53551
Q07074	Q04272
P26785	P40986
P38177	Q08647
Q03631	P38149
Q07990	P38852
Q07657	P38930
P22215	P36144
P35688	P40080
P43590	P53912
P53197	Q02933
P36023	P38854
Q06490	P46973
P38763	P53900
P23503	Q12276
P40016	P38907
P40169	P38115
P42938	Q02202
P07702	P53174
Q05937	Q03529
P38207	P38277
P53930	P32783
P39722	P41920
Q99188	P35178
P18239	P36040
Q12368	P38636
P0C2I2	P39521
O13577	Q99222
Q12008	P40890
Q12263	P53598
Q12350	Q04964
P38313	Q05521
P38749	P40541
P06245	Q08974
P22336	P38883
P43633	P33767
P53039	P17261
Q12164	Q12391
P39956	P32588
P42839	P53254
P32480	P38782
Q02981	P23202
P53966	Q04600
P46680	P39734
P26783	P14284
Q12024	Q02896
P25607	P53913
P48837	P08521
Q3E757	P21691
P38724	P18634
P38127	Q04839
P40351	Q12059
Q01080	P47044
Q00582	Q08749
Q12440	P53294
Q99296	P43591
P36007	P32803
P14680	P31385
P25646	Q3E739
P0CE00	Q08622
P38836	Q12375
P13711	P43577
Q03799	P00937
P06775	P06704
P46958	P19097
Q3E843	P47100
P42935	Q08110
P39549	P15624
Q02651	P19812
P39105	Q04004
Q03942	P36048
Q03104	P50080
P25333	Q08979
Q00402	P33892
P39975	Q08693
Q02205	Q12255
P39925	P40099
P37292	P41697
P40530	Q05779
P37298	P53243
P25357	P08458
P33891	P53170
P40570	P32770
P13393	P38841
Q12188	P40207
P38721	P38290
Q03213	Q03937
Q06406	Q03694
P25383	P13185
P53093	Q04182
P34228	P40048
Q02336	P37838
P51401	Q04902
P28320	P54837
P38361	Q12234
Q02773	P32874
P40583	P40554
Q05827	P53078
P32464	P38295
P47140	P10622
P32480	P38345
P36521	P0C0W9
P36525	Q05791
P39742	P25379
P38270	P22135
Q03956	P25588
Q3E810	P26785
P38742	P69771
P32841	P25343
P38334	P50109
Q01846	P35190
P38123	P36014
Q3E7Y9	Q08986
Q04179	Q06208
Q04401	P07250
P48439	P53193
Q3E769	Q02890
Q12349	P53260
Q07951	Q08215
P40985	P47085
P36002	P07253
Q08492	P39518
P42073	Q12466
P38195	P23561
P11655	Q12431
Q03220	Q12246
P32790	P47104
P26725	P49573
P24309	P23642
P05745	P38077
Q04781	Q04951
P41809	P53632
Q07418	Q03629
Q03796	P15705
P53397	P22515
Q12208	P36012
P53125	P00045
Q12480	P40013
P32526	Q04432
P38254	P09734
P32477	Q12057
P13587	Q02771
P26755	P38216
Q04458	P53901
P53633	P05738
Q3E757	P40517
P53616	Q3E747
Q04002	P08525
Q3E835	Q08913
P27637	P40477
P28263	P35184
P53224	P21373
P24521	P54999
Q04949	P38080
P46678	Q04322
P53971	Q03218
Q99369	P47102
P38821	Q03799
Q01684	P24583
P42945	P40169
Q06683	P32191
P41909	Q06667
Q08992	P39955
P40858	P53748
P10834	P04786
P38635	P50077
P40167	P53148
P07273	P41835
Q07798	P40012
P43554	Q12458
P40531	Q04947
Q00453	P50109
P40038	Q03281
P43602	P53107
P38203	Q99344
P19516	P40414
D6VPM8	P40072
Q05029	P47011
Q12164	Q03667
P46946	P38590
P48239	P21339
P38803	P47054
P53743	Q12163
P15454	Q12518
P25515	P24583
Q03770	P50108
P47030	P39683
Q04734	P25362
P04449	P30606
Q12083	P20107
Q04951	Q8J0M4
P38523	P33327
Q12511	Q12362
P36525	Q12488
P38349	P38237
Q12318	P38253
P40395	P53254
P38260	Q03920
Q3E7Z4	P32345
P14063	P40319
Q06151	P20486
Q02326	P53074
Q06333	P20448
P31378	P39983
Q03919	P40362
Q06508	Q07395
P17709	Q08422
Q12269	P47111
P14065	Q05515
P28777	P46958
P03962	P29366
Q12464	P21243
P39552	P36170
P53390	P53718
Q02724	P32644
P18494	P05745
Q12221	P89114
P38704	Q06485
P35176	P53323
Q08932	P25617
Q08959	P38812
Q03735	Q06266
P53248	P38235
P28584	P38149
Q12482	Q06405
P32623	P40042
Q05040	Q08905
Q03559	P40413
Q02775	P46982
P53136	P00045
P53192	P47127
Q04408	P23968
P38167	P24031
P40214	P53879
P38693	P40335
P21623	Q12257
P49334	P47170
P36007	Q04003
P50088	Q02767
Q6Q5P6	Q6Q546
P24031	P25359
P47076	P10870
P49367	Q08347
Q12488	P06634
P40958	Q12146
Q12040	Q03419
P13298	P25577
P38127	P53059
P32775	Q08754
P23179	Q12276
P10961	P53223
Q12213	P40504
P40037	P32378
P49167	Q03337
P02293	Q12159
P42847	P39991
P47102	P40433
Q01159	P54861
P36124	P53853
P13902	P38201
P53172	Q02896
Q12200	P38330
P15731	P40361
P32912	Q12161
P25559	P40957
P32452	P40537
P11978	P29366
P32788	P53886
Q02895	Q08218
Q99299	Q08995
P38273	P40072
Q04031	O13297
P23201	P54784
P40032	P38080
P25573	P47029
Q04264	P47023
P33332	P36017
P53872	P32486
P30665	Q05777
P25611	P43601
Q08965	P39547
P42884	Q06385
P34241	P38616
P36144	Q00582
P39984	Q07830
P38930	P04076
P06208	P38803
P53134	P33442
P32623	P53062
Q12232	Q12525
Q04409	Q06598
Q05937	P34226
P41901	D6W196
P00942	P40219
Q04235	Q08957
P32597	P09436
P11709	P19414
Q08219	P40344
P53885	Q12412
Q3E7C1	P39724
P38125	P12962
P53123	P53756
Q12335	P40357
P39731	P33335
Q12476	P42943
P38812	P48558
Q06078	Q03784
P46992	Q06263
Q03036	P53632
P39525	P50095
Q05518	P24004
Q3E769	P48527
P53257	P40026
Q08774	P38627
P42939	Q04748
Q03897	P47173
P00817	P38704
P32829	P47144
P13382	P43565
P39744	Q12442
P38257	Q04201
P15315	P17891
P38787	Q06146
P54862	P07213
Q9ZZX0	Q07825
P47018	Q04636
P41939	P53171
Q02770	P39965
P38745	Q12507
Q08651	P25638
P11746	Q02209
P36132	Q03433
P06786	P32836
P39542	P26364
P32801	Q04371
P0CE00	P18414
P0CF20	P53239
Q04693	P53318
Q12445	Q04431
P53822	P39724
Q06344	P40561
Q99186	P32524
Q06819	P40055
P08431	Q03660
Q3E7B2	Q08949
P53832	P14908
P32803	Q08749
Q99210	Q08924
P09064	P38137
P32522	P20457
Q04746	P48563
P38772	P23291
P17536	P34217
P38812	P18852
P36037	P25587
P39968	P38227
P32614	P54072
P40088	P38928
Q08746	P47146
P38711	P27344
Q99190	P10962
Q04964	P13433
Q03862	P47049
Q06001	P38205
P22146	P40993
Q05788	Q12035
P36091	P32863
Q04210	P40011
Q03104	Q06608
P38990	Q06091
P32911	P25574
Q00245	P47075
P32897	P19659
Q12343	P53115
P40453	P39923
P39734	Q12516
P36122	P07248
P53197	P52867
P40017	Q08484
P41277	P38068
P47019	P38838
P35195	P38784
Q04689	Q3E758
P53838	P53327
P34221	Q12050
P32836	P32570
P40019	P53274
P16522	P51862
P25355	P48558
Q12415	P53235
P25607	P53207
Q12522	Q12676
P21954	P28241
Q04925	Q12285
P35183	P42834
Q02831	Q07888
Q3E7X9	P47048
P33324	Q12377
P27810	P21375
Q06107	P07258
Q02863	Q12244
P00817	P47129
Q07457	Q03630
P32864	Q99383
Q03148	P38325
P32492	Q3E813
Q12000	P32861
P47161	P28006
Q9ZZX1	P48238
P00854	P38229
Q12298	P10591
P40693	Q03619
P40468	Q07895
P34241	P36131
P53934	P10870
Q3E7C1	P53968
P32467	P07277
P32259	P46949
P36107	P42941
P53952	P32795
P38780	P48813
P0CF17	P47011
P32793	P32901
P35192	P03878
Q99395	P20437
P25659	Q05930
Q12500	P39010
P39010	P25384
Q01574	P53896
P23301	Q02931
Q08282	P33760
P29029	P0CE68
P00931	P38122
P24720	P11709
P50101	P40053
Q06819	P87287
P35719	P43568
Q12181	P33315
P40523	P25381
P25380	Q12277
P38635	P40352
Q06389	Q00402
Q12481	Q00764
P38429	Q08689
P42222	P24784
P00359	P38880
P53259	P30606
P53039	P32472
Q07351	P0C5R9
P87108	Q12425
P32387	Q99326
Q04304	Q06149
P39958	Q08955
Q07732	P36119
Q08992	P40002
Q12531	P40037
P29311	P32380
Q99303	P47160
Q03856	P53236
Q03028	P40167
Q04951	P10614
P17106	Q2V2P4
P36049	Q12200
Q8TGJ3	Q05166
P21375	P33399
P38241	P53086
Q99208	P47158
Q12068	Q3E736
Q03818	Q00947
P32461	Q04978
P48589	Q08580
Q06597	Q03649
P38785	Q08096
P09436	P40851
P40317	Q06143
P35194	P01094
P25585	Q03880
P38772	P36066
Q99332	Q96VH5
Q03330	P53258
Q08580	P40219
Q06251	Q04233
P52910	P32839
P46957	Q99278
Q12351	Q03330
P36018	Q99315
P53438	P53035
Q3E809	P20604
P48567	Q05787
P53140	P34077
Q05788	P53728
P35127	Q07967
P24783	P52593
P38080	Q08989
P40484	P32604
P53266	P31382
P47103	P31374
P40917	Q06538
P39103	P38318
P32344	Q07732
Q05043	P28006
Q07959	P38203
P32344	P38886
Q06321	Q06597
P32862	P40565
P38859	Q12414
Q12055	Q04121
Q06631	P25359
P33315	P20604
Q12405	Q03016
Q05123	P11972
P53275	P20050
Q08956	Q06640
P03875	P40513
P53059	P40522
P40543	P40045
Q04978	P38869
P32910	P34247
P20795	P46992
Q06833	P20967
P40085	P05739
P32485	Q05955
P32581	P39707
Q06834	P36154
Q04438	P53966
Q05543	P31374
P50944	P53267
P27895	P53338
P40985	P13517
P53907	Q08980
P53747	Q04372
Q08215	P53234
P00447	Q05635
P39992	Q03337
P42938	Q99314
Q12024	Q07534
Q02749	Q04225
P07278	P47165
Q12008	P47169
P53323	P52871
P36523	Q12171
P35178	P53337
Q3E776	P53894
P33417	P18899
P39533	Q08004
P40467	P38753
Q02803	Q12674
P33323	P38787
P38776	P38827
Q03373	Q2V2P2
P00447	P43535
Q06523	P38892
P40308	P25383
P39548	P24521
P25648	Q03435
P09937	Q04773
Q06640	P0C271
P22219	Q04401
P32792	P06786
Q07660	Q12288
O43137	Q12400
Q12524	Q06624
P19956	Q12019
P04802	P11632
P38280	P36016
P53137	Q06632
P35844	P43605
Q05899	P53251
Q05942	Q12027
Q99186	P47057
Q3E796	P40357
Q08972	P21372
P36139	P0CY01
P40474	P0CE11
Q08925	P32797
P11433	P47107
P35734	Q07748
Q08926	P38800
P40971	P08679
P34761	P38227
P39732	P13856
P38682	O13329
P50113	Q12471
P38962	P07560
Q12055	P07866
P40085	P46995
P33327	P31378
Q12411	Q03750
Q3E834	O13511
P33304	P47161
P16550	Q08580
P39538	P06843
P23594	P38928
P47110	P53058
P46950	P40010
Q03723	P35208
P40557	Q06822
Q04279	P40101
P06700	P16603
Q12487	O13527
P50082	Q04772
P36039	P53185
Q04935	P53859
P36070	P38690
Q02159	Q3E835
P28495	P39108
P53107	P12688
P22217	P53330
Q04489	P09032
P24309	P11792
P54786	Q12414
P18963	P32609
Q12141	Q02204
Q06689	P05749
P53379	P36110
O14468	P20084
Q03792	P49704
P06168	Q12193
Q12028	P36012
Q01217	P40164
P32613	P38338
P34758	P38430
Q06706	P53088
P32569	P53244
P38701	Q08182
P25376	Q08322
P28627	P42935
Q06005	P46951
P54074	Q05015
P53049	P38126
Q12200	P40693
P53953	P32902
Q12412	P53068
Q03964	Q08687
Q03579	Q12056
P53050	Q06510
P20448	Q12296
P38349	Q12027
P14832	P04161
Q12326	P13298
P07991	P38850
P40531	Q12348
Q05892	P40460
P40072	Q3E758
P40041	O13559
P15179	P36516
Q03071	Q12123
P52893	Q3E796
Q02873	P34221
Q12194	P00899
P26783	P40526
Q04748	P21269
P48561	P39990
Q99303	P41058
P32944	P23287
Q99299	Q03280
P40991	Q06667
P22138	P40107
Q12674	P32769
P07170	P25375
Q12033	P22082
P38698	P16451
Q03099	P40052
Q06523	P38351
P17423	Q08919
Q99325	Q08979
P53549	Q03036
P25565	Q05926
Q04338	Q04201
P06242	P25335
P48365	P35181
Q06116	P14680
Q08490	Q12520
P16965	P12383
Q08176	Q12255
P25337	P53312
Q02889	P53111
Q2V2Q3	P38261
Q02783	Q04182
Q06436	Q07732
P40035	O13539
P43635	P53196
P23291	Q06451
Q06522	P38741
P47112	P14120
P39945	P53198
P38754	P37298
P38179	P53912
P30605	P25087
P35177	P27680
P07267	P53217
P23585	P11491
P21672	P05756
Q02457	P38763
P28272	P40969
P39937	Q12359
P27472	Q03964
P33296	P25621
Q04835	P18239
P32562	Q99208
P19262	Q08214
P42839	P38883
P53297	P39944
Q99314	Q06639
P00856	P07703
P69851	Q12289
P25357	P43583
P38200	P47126
Q12166	P56508
Q08956	P32794
Q3E767	P47046
P25038	P53200
P25337	P38796
P53057	P07170
P06838	Q06236
P09950	Q3E7B0
Q12365	Q02205
Q02888	P50082
P32643	Q3E791
Q12434	P89886
Q06385	P33421
P53898	P25648
P40312	P53843
P43565	P40499
P26637	P23503
Q08421	P25349
Q06390	Q04493
Q12746	P32838
P27929	P38158
P18963	P36150
P40519	P38131
Q06704	P36155
P15315	P10862
P39535	P07806
P43497	P04807
P47152	Q3E791
P53897	P43598
P06843	P47135
P14680	P02407
P32288	P07269
Q02983	P38879
P53691	P38113
P50095	Q06497
Q03067	Q92328
P07284	P28239
Q08692	P33314
P38756	P25087
P38124	Q12748
P0C2I8	P39966
Q04431	P40356
P23900	P47170
Q04952	P39012
Q06596	P19516
P05374	Q07950
P38198	P38823
P25390	Q12691
P53219	Q08960
P48567	P42884
Q99382	Q06134
P38278	P43122
P38824	Q05022
P15731	P38721
Q12253	Q05809
P40019	P40580
P21268	P29952
Q3E751	Q07653
Q08001	Q8TGT7
P40008	Q03718
P47181	P53294
Q12288	P34224
P06243	P40516
Q05778	P53617
Q3E736	P21304
P30771	Q86ZR7
P38790	P52491
P46654	P38993
P37370	P36137
P04912	P38828
P46971	P09937
P47099	P15873
P13434	P53068
P40506	P53243
Q06407	Q04307
P43556	P32781
P35688	P20604
P38210	Q03144
P39684	P53168
Q2V2P9	P22203
Q12463	P39704
Q04601	Q03175
P04803	P29029
Q12159	P40693
P40416	P43544
Q12163	P53757
P36120	P53171
Q02799	P42935
P25294	P04786
P53857	Q99380
P40501	Q12247
P38788	Q12119
P38319	Q05050
Q12400	Q08004
P40077	P11433
P25371	P20459
Q12241	Q04894
P46983	P36116
P43321	P0CD99
Q02773	P38825
P38720	P41903
P50082	P53075
P39076	Q12041
Q06058	Q12044
P10507	Q07914
P16862	P36064
Q05636	P53137
Q12103	P48558
Q12369	P40086
P24521	P32357
P47177	P49704
P36076	P33333
P32601	P53971
Q02884	Q03630
P0C5N3	P12753
Q12303	P14737
Q03306	Q04839
P38801	Q06835
Q04279	P38825
P47079	Q06567
P18852	P35178
P40583	P22136
Q12133	P08593
P0CD91	P38927
P36013	Q03162
P38295	Q07362
Q05779	P40363
Q07458	P0CF17
P17967	P32488
P53316	Q12316
P49367	Q04847
P35497	Q04359
P31385	Q04412
P32525	Q06135
P38822	Q03220
P40987	Q12141
P38338	P41948
Q3E7Y4	P40060
Q03180	Q06333
P22035	P21339
P53507	P38138
P07251	P38068
P31787	Q06817
P41912	P39960
P25384	P32579
Q08826	P04173
Q12514	P32464
P40152	P35732
P32901	P40969
P38859	P22943
Q06672	P29478
P32450	Q08745
P53297	Q08484
P53934	Q04329
Q06554	P12954
Q12291	P47100
P53058	Q08217
P34225	Q12154
P05030	Q08032
P53272	P38042
Q12235	P34220
Q12743	P34230
P32318	P38181
P54858	P32897
P40548	P09007
Q07807	P32191
P40474	Q12027
P53189	Q04120
P36066	P08539
P10566	P43564
P40530	P32190
Q12527	P38723
Q12424	Q3E760
Q12296	Q08032
P32460	P40005
P25036	P10174
Q07897	P53112
Q07896	Q04952
Q06506	Q05924
P08459	P36036
P40489	Q03674
P40473	P40354
P32479	P40335
P39113	Q03231
P53130	Q02204
P12385	P40576
P23337	Q12069
Q04399	P39724
P36124	P54114
P47011	P47034
P25294	P50875
Q12351	P53290
Q06205	P50896
P32601	P40038
Q12139	Q12523
Q02875	P49723
P15891	P43579
P09798	P00572
P18759	P36169
P39523	P0C5N3
P25372	P39677
P42941	P39986
P53101	P26783
P53112	P39732
P32842	Q04087
P30620	P53183
P39968	Q06554
P37267	Q12472
Q07845	P53191
P25371	P06777
P53388	P38771
Q04411	P32388
P00498	P36105
P42939	P37012
Q12749	P36138
P40565	P47041
P30620	Q3E7Z3
Q03691	P32604
P47143	P40026
P50090	Q12436
P36531	Q12340
P32457	Q04311
P53962	Q12341
P08640	P53850
P15873	P40496
P07258	P25333
Q06350	P32502
Q03067	P52918
P38800	P36085
P40507	Q06568
P00572	P32354
P40572	P40154
Q3E7Z9	P21242
Q05854	Q04949
P38986	P32466
P35179	P18238
P38783	P0C2J7
Q12275	P23060
Q03010	P42836
P25297	P40069
P14772	Q12128
P38523	P38203
P54838	P08518
Q12168	P53583
P47147	P38886
Q06674	Q04175
Q03016	P09624
P47173	P23291
P19262	P43571
P53197	P24784
P38344	P20133
Q06819	P38265
P39712	Q03778
P43579	P33313
Q02864	P40454
Q03103	P53731
P53876	P53064
Q08237	Q08831
P53280	P47112
P40070	P40958
P39004	P25607
P11972	Q05785
P38853	P40858
P39927	P53239
P48589	P35842
P43569	Q01476
Q12527	P53743
P32861	P40366
P35179	P32895
P53732	P00498
P38072	Q08754
Q08634	P23776
P13433	P19524
P40356	P36048
Q03195	P10356
Q03327	Q12211
P35691	Q12029
P24280	P43572
P40472	P32375
Q12098	P38702
P36143	P32837
P29703	P40310
Q03769	Q06071
Q06563	Q08550
P47002	P80967
P40956	Q12485
P46957	P20486
P33334	P43537
P38307	P40074
P28240	Q03818
Q03554	P11746
P38778	P47037
P05755	P36113
Q03899	P38742
P15891	P38147
P40005	P48363
P38878	P36521
Q3E7Z5	P14064
Q04377	P52920
P00410	O14464
P39996	P53280
P08536	P32332
P38749	P39535
Q12121	P53077
Q12102	P38844
P25621	P38791
Q12118	P53154
P54074	Q03088
P38850	P39938
Q08484	P21373
P27680	Q03818
P50273	Q02796
P40036	P36006
P11632	P36126
P22224	P27654
P07236	P42838
P07807	P53215
P13517	Q3E740
P54837	Q04958
P38299	P46950
P40969	P34244
P39551	P25566
P32893	P47055
Q02939	Q07825
P39943	P31380
P39014	P40368
P32335	Q04364
Q08485	P25587
P32590	P25637
Q12026	Q07534
Q12125	P52923
Q12338	P38622
P38907	P23059
P47179	P38271
P32861	P11433
Q3E798	P47090
Q03735	P38321
P30656	P06174
P06785	P06245
P53111	P52492
P38299	P38316
P39952	Q12110
P53819	Q12060
P18852	Q06675
P40046	P39002
P47007	P38988
P40040	Q06169
P00359	Q12078
P23394	P27810
P40975	Q06580
P34237	P39079
Q08550	Q04344
Q12370	P10566
P35725	P06784
P53312	P53899
P16522	P40585
P38265	P40549
P53894	P52870
P38207	Q03530
P38826	Q3E7B3
P40080	P40505
P50085	P33332
P40218	P38122
P25374	P53297
Q01976	P36122
P36016	P38283
P38857	P53397
Q04491	Q12172
Q12175	P53120
P38374	P53741
P0C5R9	P47098
Q07551	P47046
Q04898	P39704
Q12436	P40218
Q3E740	P47110
P22139	Q03362
Q03579	P15496
P47771	Q3E767
Q05497	Q12186
Q12006	P15790
P38348	P07278
P05745	P38745
Q12334	Q06639
Q04964	P89114
P38989	P41056
Q06490	P39924
P54787	Q01519
P38794	P47032
P34163	P47124
P53298	P40019
P25342	P47017
P00127	P38324
P17121	P41806
P38070	P38224
P19524	P38041
P26343	Q08914
P00724	P32895
Q04049	P38840
P43560	P25296
P46673	P08593
P34253	Q12675
Q06680	P40884
P39548	P53615
Q03796	P33312
P25367	P54113
Q05899	P32474
P38149	P38299
Q02724	Q04673
P25040	P50861
P54837	P27515
P13382	P53051
Q03177	P38187
Q07655	P43602
Q04033	P53923
P11986	Q01896
P21373	P39978
Q02754	Q07800
P18962	P36527
Q99297	Q08422
Q12057	P06100
Q12118	P41901
P53070	P40076
P38907	P40081
P38355	Q05863
P39958	P35206
Q04418	Q06596
Q06538	Q03835
Q12285	P38305
P41895	P54783
P53209	Q05583
Q12102	P25044
P22517	P36973
P13188	Q05809
Q03718	Q03899
Q02892	P33421
P10869	Q07540
Q08213	Q01852
Q03529	Q00916
P39717	P20795
P40312	P19358
P00925	P38794
Q07915	Q04121
Q12017	Q05506
P28004	P40484
Q02981	P40317
P40083	P25335
Q12345	P53075
P32263	P23060
Q07457	P08153
Q08906	P53938
Q01662	Q08964
Q06625	Q3E7B2
P04821	Q04216
P53009	Q06349
Q08981	P06775
Q07986	P47912
P32805	P09119
P48526	Q03020
Q07457	P40080
P53061	Q06593
Q07915	Q12031
P53074	P47023
P40355	Q06833
P38771	P38065
P21306	Q99252
Q04893	Q08844
Q12393	Q08110
Q99176	P36121
P38842	P04456
P47035	P53331
Q12159	P40005
P53074	P25657
Q03935	Q01919
P48525	D6W196
Q01560	P38109
P41543	P50263
P07258	P47108
Q01560	P05626
Q06833	Q9URQ5
P36168	Q04062
P36161	Q12450
Q03834	P38217
Q07967	Q12467
P32767	P32906
P32901	P19881
P50079	P53899
P34240	P38620
P33757	P11633
Q04773	P53064
P47125	P32368
P36044	P20447
P13186	P14737
P43601	Q9ZZW7
P29461	P38694
Q02831	P39975
P54003	P08593
Q08172	P25611
P25298	Q04149
Q03702	P38805
Q03081	P38789
P38823	P18238
Q08729	Q02608
P20435	P34164
P38200	Q99325
Q06340	Q04491
P33307	Q04004
Q12006	P35056
P14747	P53122
P40003	P47152
P00425	Q08457
P40015	Q12300
P28817	Q07879
Q12180	P47141
P07258	Q04632
P40358	P32366
P39108	P06838
Q3E705	P17558
P25585	P12695
Q12146	P40548
Q12213	P40975
P38217	P53983
Q03503	P53317
Q04921	P26784
P41832	P38879
Q12179	P33401
P22224	P36150
P38889	P53038
P07172	Q08558
Q08687	P32657
P32862	Q03954
P24720	P38084
P27692	P40434
Q07655	Q12114
Q06523	P48569
Q04934	P53870
Q01080	P46964
P53323	P53296
P16664	Q12033
P53159	Q08387
P32327	P25383
P53059	Q12341
Q03529	Q12514
Q06139	P41800
P0C2I4	P49626
P06775	Q12476
P53097	Q08689
Q08963	Q06706
Q01722	P39101
Q06595	P42943
P0CY13	P36069
P38922	Q04894
P36523	P38326
P36534	P54858
P07284	P41940
Q07527	P41810
P06115	Q06991
P25367	P14736
P53178	Q02933
P15891	P40352
P53950	Q08831
P05316	P19956
P40150	Q05131
P53009	P38872
P16622	Q12025
P53275	P40504
P40516	P37296
P38883	P37366
P17890	P54854
P50079	Q04412
Q08649	Q99332
P53139	Q07845
P47977	P53632
P04803	Q06005
P32330	P38337
P00815	Q04458
P43582	P40850
Q04602	P14126
P25451	P32454
P40319	Q06598
P32319	P26309
P22023	P38130
P38011	Q3E7Z7
P0CE11	Q06685
P38874	Q12085
P53071	Q12496
P08153	Q06522
P53953	P40091
P06738	Q04359
P53053	P43132
P40576	P35197
Q08496	P36101
P08964	P06843
Q07648	P25375
Q3E821	P47100
P00950	P53980
P40586	P53121
P47088	P43568
P32944	P53629
Q12179	P24031
Q3E791	P53095
P32179	P54780
P00942	P40030
P32828	Q08601
P39108	P27514
P18410	P00899
P40487	P53277
Q03281	Q01448
P38253	Q12139
Q04305	P47976
Q03919	P47130
P18494	Q02783
Q12084	Q12206
P40989	P33400
P53262	Q3E760
P00330	P38754
P25568	Q07930
P04911	P36102
Q8TGT8	P19358
P38740	P21304
P38900	P13382
P47049	P47084
P34239	Q12454
P40051	Q12025
P42944	P33734
P32836	Q05567
P53942	Q07959
P32375	P36013
P53757	Q03730
P38337	P49166
P40006	P25343
P48362	P34167
P10961	Q04301
Q12221	P35201
P02992	P34227
Q07651	Q12504
P38138	P20051
P40053	Q03868
Q04408	Q05874
P53930	Q12350
P23254	P32492
Q12259	P35725
Q3E7A0	P38786
Q06822	P53123
P46965	P43535
Q06709	P34224
Q04711	P36015
