O14836	Q99592
P18075	Q7Z465
A1L188	Q9NQU5
P20591	P49770
Q9NUI1	Q03188
Q9UHC6	Q96BD8
P17028	P63167
Q9BQI6	P80365
O95238	Q9Y651
P13612	Q8N720
O43670	O76071
Q08050	Q9NY12
Q9H7Z6	Q6FIF0
O94762	O95391
Q9NVV4	O96013
P62380	Q9UKR5
P48061	Q9BXS1
P55042	Q05639
Q9BWF2	Q8TF42
P15918	Q14159
P09382	P12755
Q6ZRS2	Q7Z417
P48788	P13693
Q9H1J1	Q9H0E9
O43293	Q00587
P98170	P82933
O60828	Q9BTV7
O00161	O15126
O00463	Q13049
Q8TBZ8	P48506
Q8N7R7	Q9NRP4
P20248	Q7L014
Q15742	Q9UGK8
Q9H175	P49798
Q15427	P15622
P60866	Q8N0V3
Q13315	Q13485
O14733	A5D8V6
Q9BVC4	Q13418
Q5GLZ8	Q9BRG1
Q6P2H3	P11940
Q9NTK5	Q9UKT7
Q8NFG4	P12524
Q9C035	Q9NVV4
O95870	Q2QGD7
Q13868	O43741
Q8N6G5	O94988
O60285	Q7L2E3
Q15735	Q9NQ66
O60220	O14810
Q9Y3B1	Q12874
P08684	Q9UGI9
Q92800	P17342
Q6P158	P49643
P60228	Q5TAB7
Q96MF7	Q10586
P61962	P07738
Q7Z6J6	P14598
P19320	Q7Z5Y7
Q969Q6	Q9BYF1
Q9C0F1	Q8TEC5
Q96KS9	O95980
Q96EF0	Q15776
Q9Y535	P62995
Q15428	Q5TD97
Q8NBI2	Q9H201
Q9NVF7	Q2M1P5
Q9Y512	Q14457
P16150	Q7L5Y6
P78527	Q9P206
Q96II8	P53778
Q9NYA1	P48681
Q9NRR3	Q6ZV73
P49840	Q15654
O00255	Q96EN8
Q9HCN3	Q9Y6X8
O43889	P33316
Q9NZQ3	O60315
Q6ZSG1	Q6GPH6
O75832	P01127
Q5ST30	Q9BR76
Q9BX40	P43246
Q5T6S3	Q6ZNA4
Q86Y01	Q9NZU7
P57723	Q9NPC3
P48723	Q9UM82
Q9Y6F1	Q6NXR4
Q9Y282	Q8NFD5
Q5VZM2	Q9UKX7
Q5T700	P37275
Q9BTE3	Q9BXS6
Q9NQT4	Q9UF56
Q13416	Q92616
O95352	P35250
P98160	Q15562
Q8TEH3	P62508
P05362	Q96QT6
P19544	P57723
Q9HB09	Q9NX01
Q5T2D3	P43363
P15259	O00233
Q9BQ04	Q75VX8
Q86WA8	Q6PD74
P35613	Q96Q40
Q92824	Q9HB65
Q96RF0	P03950
Q5HYJ3	P31930
Q9BWN1	Q9NZT2
Q99697	Q96LI5
Q9H8N7	Q99595
O94972	Q96H20
Q07157	Q8IUI8
O15400	Q8NDZ2
Q9H2H8	P30307
Q9Y343	O95544
Q9NZJ0	Q6WKZ4
Q8NF64	Q6NZ67
Q6KB66	Q969V4
Q8IU60	Q86VQ1
Q6UWL6	Q8WYA0
P38919	O43491
Q12770	Q8N2H9
P29084	P15822
Q8N9Q2	Q05195
P31751	Q5VZL5
O75558	O94886
P47974	P26373
Q9UMR2	Q5JTV8
Q9UHI6	Q15583
P15559	P51809
O14936	Q8WYA1
Q15645	P48039
Q6PGQ7	P15924
Q9UFN0	Q13155
Q9BW04	Q9Y651
Q14511	O60315
P36956	Q8TED1
Q8IW35	Q9H467
P55211	Q86V81
P31323	Q15007
P17676	Q9H7E2
O15182	Q9C026
Q9Y6J0	O00233
Q5VWN6	Q96HA1
Q7Z3J2	Q15427
P13010	P63167
Q9P0U3	Q7Z6G3
Q5JTW2	P17544
Q9NWX5	Q9UNS1
Q07864	P14784
Q8WXH5	Q9BVJ7
P49798	Q9BVS5
O95947	Q9NTK5
Q96H86	Q9HCL2
Q96BD8	P49792
Q9Y2I7	Q9BSC4
P56524	P59991
Q86YT6	O14776
Q9NWY4	P55199
Q8IYR0	P29317
Q9BQF6	O95352
Q9UNY5	P31350
P00540	Q9HC44
Q9Y6N9	Q8WXF8
Q6ICG6	Q16625
Q6ZSB9	P62701
P18858	Q96JC1
Q9BZS1	Q9Y2W2
Q96SI1	Q96A72
O43914	Q9NRZ9
P09110	Q9NQC8
P13805	Q13371
Q8N108	P46459
O60941	Q96JB2
P19174	P14373
Q53H96	Q13144
Q92673	Q6PD74
Q8N5L8	Q9BVA0
O75533	Q12934
Q15628	Q9BSJ6
Q16270	O60346
Q9NQC7	O95376
P22004	P13726
O95793	O43918
Q5UCC4	P78560
P26651	Q96DR5
Q8N140	Q96JN2
O75128	P14316
Q9UGI8	P49458
P51530	Q6ZN17
P48146	Q96DE5
Q8N0Y2	Q9BUE0
P28370	Q9BQ90
O43143	Q8N6P7
Q14511	Q9Y228
P04626	P60900
O43915	O94889
P54198	P10827
Q9BRX5	O96018
Q9Y3E7	P11532
P48047	Q02218
Q96L92	P55199
Q86VK4	Q9NP71
Q9H165	Q9NPC3
Q9UNQ2	Q9H2G4
Q9H0F5	Q15326
P0DTW1	P55771
P01903	O00204
O60477	Q6P2C8
Q6ZTI6	Q9NWV8
Q9Y3B7	Q9BZY9
P21583	P48788
Q13823	Q9NPF4
Q13017	Q9BRG2
P68036	Q7Z6B7
O75167	Q9NXF1
Q9UFG5	Q8IYX7
P50502	P18077
P09529	P0C7X2
Q13232	Q5VWN6
P09874	Q04637
Q15697	P15408
O60315	P48050
Q9H5V7	O43678
Q9Y624	P12268
Q02790	P02786
Q9HAV5	Q6P1X5
P50502	A6NHQ4
Q9Y3S1	O75626
Q7L945	Q14188
Q9BRZ2	P41238
O43752	Q9UPV9
Q9HBM1	P49756
P49703	P30291
O75143	O95793
Q8TBZ3	Q9HBG6
Q9UBF8	P60006
Q6PIV2	Q96NC0
Q15435	P26651
Q13009	Q96JK2
P63272	Q96IF1
Q9UK41	Q16533
P80365	Q9Y5T5
Q9Y3B6	Q9H2B2
O15446	P98077
P01903	Q9Y6W5
Q9UBF6	Q9H672
Q9Y6B2	Q9Y5R8
Q9H4P4	Q8TAA3
Q969S2	Q6ICG8
Q9Y6J0	P19474
Q5T7P3	Q2TBA0
Q86TC9	Q9BYX4
Q9NPP4	P21246
O14526	P37108
Q9BYV6	O43623
Q9UNA1	Q9H773
Q12959	Q9NWA0
Q14680	P16234
Q9Y3Y2	Q9BXB5
Q9UHY8	P28908
P16662	Q69YH5
Q9BXL6	Q8TDB6
Q13470	P23763
Q12774	Q9BVS5
P18848	O95279
O95900	Q92889
Q03519	Q9BXJ9
P61960	P13489
Q96M63	P78348
Q96K76	P42696
O15371	Q6P1X5
Q05586	Q13404
Q9Y3N9	Q8IUR0
Q96PN8	P50225
Q9H8N7	P26358
P04406	Q9Y215
O75367	Q9H469
Q9UBD5	Q15382
Q8IXM2	O43889
Q8NFZ0	Q5T3J3
Q9BT49	P55957
O14879	Q9UBW8
Q96A65	O60762
Q13002	Q9H8M7
Q96CS7	P49757
Q9H4B4	P53621
Q13472	Q3ZCQ8
P60410	P20290
P43115	Q76L83
Q8IUC6	P20292
Q8NFJ9	P58340
Q9Y3C5	O76083
Q9UK96	Q9UL45
Q9NY99	Q9Y6Y0
P49458	P12268
Q9Y2J0	Q96CW1
Q13227	P18859
P22681	Q6ZRV2
Q8WXE1	Q9H081
Q6PD62	Q96C74
P55265	Q13309
Q96AP4	Q9NX01
Q13509	P49773
Q8N2M8	P62495
O60481	Q9HC52
O43609	Q9UKY1
Q8IZ21	Q9NX14
Q7Z6E9	Q96RE7
Q96Q07	P17040
Q9BV68	P00533
Q9BW61	Q6XZF7
O00232	Q9H040
Q63ZY3	P07315
Q96HA1	P49005
Q9UPT9	Q9BPZ7
P35125	P09172
Q5BJD5	Q6UXN9
Q9BRG2	Q96K76
Q13123	P55061
P61970	Q8NC69
P98175	Q15643
Q04637	Q9UKG1
Q6ZVT0	Q99988
Q9BSC4	Q96GG9
Q9H211	Q86T24
P26441	O76064
Q9UIF3	Q9BQ61
P28676	Q9NQC1
P40222	Q13323
Q9Y283	Q9BTE3
Q9UJW9	P51784
Q6PI47	P15173
Q8N4V1	P55198
Q8NHQ8	Q7Z6J9
P49916	O95677
Q13127	Q96QK1
P19525	Q9Y4Y9
O95985	Q8IYI6
Q9BW27	Q00887
Q9UBS4	Q96A72
Q07654	P55199
Q96EF0	P35579
Q9NZ43	Q9H867
Q659A1	Q9Y5A7
Q14164	Q99757
Q9UDX3	Q92630
O43572	Q6RI45
Q5W0V3	Q86UR5
Q6NXP2	Q9BXL5
Q9BXB5	Q5VVX9
Q9Y265	Q4G0J3
Q96EK4	Q8NFZ0
Q9Y6N9	P62324
Q13496	P28335
Q08945	Q9H1C4
Q14865	Q9P086
O95168	Q63HR2
Q86VN1	Q8WX92
Q6NZI2	Q8N5Z5
Q92609	O00422
P48549	Q14247
O96004	P53365
P48552	Q8WV28
P50539	Q92731
Q5PSV4	Q92918
Q13496	Q92615
Q9HAF1	O43493
Q5VZV1	Q9NR12
Q86SE8	Q9NNX1
P37837	Q8N9N2
O15265	Q9NXX6
Q15287	P14416
Q96IW7	Q7L2J0
Q7Z6J9	Q9HAP2
Q12834	Q14978
O95817	Q7L2Z9
Q58A45	Q8N5R6
Q01201	Q9UNY4
P11686	P16871
Q14019	Q99727
O95487	Q96J92
Q53TQ3	Q8IXJ6
Q9HCE7	Q6S5L8
Q9H000	Q6UB99
Q8N1L9	Q9NQX4
Q53T94	Q9H211
Q9UJ04	P17706
Q8IYU2	O15155
Q9UF11	Q9Y2J2
P19447	Q15773
O15143	Q16576
Q8N302	P51970
Q15008	Q99727
Q9H714	P51170
Q6P1X5	O60762
Q9Y4A8	Q8TCZ2
O00623	Q9Y216
O60244	P17342
P41250	Q9Y4W2
Q15019	Q9Y3Q8
Q6ZN18	P07948
Q53HC0	Q9NXR1
P05412	P49802
Q9BT88	P06729
Q96EY5	P23511
P53621	Q99558
Q13077	Q9NUJ1
Q9NPE2	Q5VU43
P14854	P49454
P30281	P29460
P20851	O75409
O15117	Q14012
Q9NRL3	Q15642
Q9BXW6	Q6IQ55
Q9P2R6	Q53HC9
Q12906	Q9NZC3
O94864	O95139
Q92800	O94829
Q8WUK0	Q8NHG7
O43633	Q7L2E3
Q15413	P23297
Q5FBB7	P28331
Q9Y5N6	Q9H5K3
Q96DB2	O15151
O94941	Q13596
Q9NRN7	Q8NFG4
Q9UIG0	Q9BRP8
P20336	P78344
P27986	Q9NX14
Q8N7W2	Q9ULR3
Q9BVL2	O95299
Q08380	Q9NZN5
Q96T60	Q9P0N8
Q9Y4G8	P37108
Q8TCA0	O14978
Q12899	Q9H6Z4
Q96JM2	Q9UN86
Q16082	P05413
Q6UWE0	Q9H3Z4
Q9NRX1	Q8NFH8
Q5VV42	Q32NC0
Q7Z412	Q96CA5
P06396	Q06323
O75695	Q9Y6Q6
Q8TB22	Q9BYG3
Q9H3U1	Q8NBW4
Q9Y283	Q15555
Q53FD0	Q96EF0
Q9NX01	P19474
Q13503	O60573
Q96RK0	O43541
Q96D71	P56962
Q9NSE2	P60866
Q9NZM3	Q8WVM7
Q14232	Q9Y2J2
O15514	Q8IYW5
Q9BX82	P61758
P51587	Q5BN46
Q13098	Q9ULH1
P01009	Q8IYU2
O95183	Q9Y547
O15371	Q17RD7
Q15542	Q6IBW4
Q15233	Q8IYY4
Q96CM8	Q9H081
Q9HCN4	Q68CZ1
P04062	Q12767
O75477	Q5T686
Q9BRV8	Q12846
O14727	P05362
P49137	O14737
Q9HAU5	Q9H832
Q9UPY8	P15923
O75521	Q6PIJ6
Q9UHV9	Q00839
Q9BQ48	P78346
Q13895	Q9NW38
Q96L73	O00483
Q96DY7	Q6UX98
Q9H190	P31314
Q9NZC9	P45381
Q8WVX3	Q9UKA8
P09603	Q66LE6
P49840	Q13618
Q9GZX7	P62993
O75161	Q00537
P19429	Q9BPZ7
Q9Y3B1	A6NKD9
Q99436	Q8IWL3
Q92598	P62917
Q71F56	Q9Y2F5
Q8TB96	Q96RT8
Q9UKS7	Q3ZCQ8
P03950	P12268
P10644	Q15532
O94966	Q9NP62
O60763	Q9NTK5
O43482	P35711
Q63ZY3	P29597
Q9H1X1	Q04637
Q9H4E5	Q9BXF6
O14796	Q9BRR8
O95336	Q96IJ6
Q9HB96	Q9UNN5
Q9UHJ3	Q9UMR2
O43918	P49450
Q96BA8	O14786
Q9ULT8	Q6ZVM7
O14832	O14978
Q96MF2	P20338
Q9UPZ9	Q96DN6
Q9H7H0	Q9NV06
Q9NYL2	Q96BY7
Q15542	Q9BUU2
Q9Y4J8	Q52LR7
P02760	P35269
Q9BQA1	Q9Y448
P55042	P24278
P17931	Q6NXP2
P00540	O43488
A8MW92	Q9P031
P41134	P18754
Q9NSA0	Q8TCE6
P26045	Q9H7T9
P05546	Q9H0A0
Q9UGU0	Q9Y3D7
Q02224	P04083
Q2KJY2	Q8TEC5
P60409	P11274
Q9UGJ1	Q6PCT2
Q9Y6C2	O60662
Q702N8	Q9Y385
Q7Z6Z7	O95352
P51843	Q68G74
Q86XT4	Q8TCX1
P07998	Q9HCD6
Q92560	O14757
O60493	Q71RC2
Q96G21	Q9Y2X3
Q9UMR2	Q96T51
Q9NRI5	O14578
O75486	O43768
Q969Q6	Q16625
P51608	Q8WYA0
Q2TAC2	Q96QH2
O75971	P17040
Q6GTX8	Q96JM2
Q9BQA5	Q92597
Q9Y4R8	Q9UNY4
P61081	Q96A35
Q9H7D0	Q9UIA9
Q6AWC2	Q8WTV1
Q9P275	O00268
Q9C0C2	Q96BZ8
Q9P0U3	Q9NRX1
Q96J01	Q8NFH3
Q9NW75	O43678
O75167	O43196
Q9HBG6	Q9UNF0
P12004	Q9UBI1
P21953	Q99801
P62424	P29323
Q9UK58	Q9ULD6
Q9P2P5	P23142
Q5JVL4	P46459
P51787	Q6PCD5
Q99996	P59780
Q9NZZ3	Q7L014
Q9Y5R8	O75317
Q5JTV8	Q96ES7
Q9HBL8	O95045
Q96EP0	P82933
Q08380	Q9NQX3
Q92890	P50406
O60237	Q9H0W8
Q15390	Q9Y3C6
Q9UI95	Q9Y5Z7
Q96MW7	Q9ULH1
Q9UHA3	Q8TDY4
Q9Y3Q8	P51159
Q8N5C8	Q9UJY4
Q9Y608	Q9UKL0
Q13156	Q86VQ1
O95402	Q96MN2
Q9UK11	Q9UFN0
Q9UPU9	O00167
Q08211	Q8N6Q3
P55010	Q9UNF1
P61218	Q9NWV8
Q9BYM8	Q5T7P3
Q9Y421	Q96DX7
Q8IYF3	Q12980
Q9BWM7	Q8IZJ4
P50876	Q9BQ95
P30154	O43924
Q86VS3	P13591
Q6GPH4	Q8WUK0
P31948	Q9UK41
Q96PK6	Q9Y6X2
Q9H7Z6	Q13564
Q8NB15	P19438
Q9H0A6	Q86XL3
Q08495	Q9NPJ4
Q9NZE8	Q9BQA1
Q9Y3T9	Q13371
Q9P2K5	Q9UL63
Q12888	Q14814
Q8WW38	O76081
P08648	P08476
Q8N720	O60296
Q9Y3L3	P01588
Q9BZR9	Q9BUQ8
P41240	O43181
O75815	Q13905
Q13838	P51861
P23409	Q8TBZ3
Q6NUQ1	Q96PK6
Q9UQC2	Q8IZH2
Q9NW38	Q9NWS6
P60321	Q86X55
O95971	Q15329
O15209	Q9GZT8
Q9H9Y6	P51151
P54829	Q96C92
Q06787	Q9UJC3
Q9BT43	Q9Y466
Q9Y228	Q14678
Q9H251	Q9UBB9
Q14011	Q96JC9
Q14674	Q9Y3S1
Q9Y366	Q6P0N0
Q01968	Q6GTX8
P36941	Q9NZM5
Q13426	Q9NU23
O75081	P00749
P78348	O15519
Q9NV96	Q96RS0
Q8WZ73	P36639
Q14315	P20338
Q9UPQ8	P56181
Q96BA8	Q1MSJ5
O14972	Q13501
Q99727	Q7RTU0
Q13889	Q86YM7
Q9BS34	Q9BQG0
Q7Z2W4	O75716
Q6Y7W6	P35579
Q13002	Q15562
Q9BQY4	P33992
Q8N205	O60341
Q09472	Q9BYV9
Q9HAV5	Q96FX2
Q9Y5U2	O96019
O95363	Q96LT7
Q92667	Q9P2R7
Q8WXI9	P08579
Q99417	Q9UK73
P52333	O15381
Q96RU2	O75925
Q7Z494	Q9BZ95
Q99467	P26373
Q3V5L5	O15315
O60343	P56270
P17987	Q9Y2F5
Q9UBT2	Q9H173
Q8TDR0	Q9NVU0
Q9BR84	Q8WWX8
O43639	P51398
Q15223	Q9UBV7
Q9UBX3	P50748
Q9UQ80	Q8IY42
Q8NI37	Q9Y244
Q86VR2	O15287
Q7LC44	P40189
P53801	Q92833
P00750	Q9Y2I6
Q8WYA6	P33402
Q92804	O75379
Q9Y2D4	Q8IWZ8
P04233	P38606
A7XYQ1	P53041
P30414	Q9NRF9
Q8WWX8	Q9NXZ2
P21953	P46783
Q92989	Q8NFC6
Q13470	P57088
O75821	Q02388
Q9BYH8	P60409
Q9UJW0	Q9UQR1
P61236	Q68DC2
Q8TAC2	P13196
Q2YD98	Q8NFH5
Q96JE7	Q96DA2
Q01968	Q8N5D0
O95872	Q86YS7
O60518	Q9H0W5
Q8TCU6	Q13772
Q9C0C6	Q9Y2D4
P16298	A0AVI4
Q9UKM9	P55209
P11182	Q86UN6
P22061	P0C1Z6
Q9H467	Q8NHQ9
P10451	Q96F15
P52630	P43378
O14657	Q8NEB9
Q9H7C4	Q96JE7
Q5VIR6	Q8WUH2
O43924	P81408
Q92630	P17301
Q14582	O95602
Q9NVV5	Q96Q83
Q14103	Q96NE9
Q8TAF3	Q12756
Q9H6Q3	Q969H0
Q7Z7C8	Q13162
Q9H773	Q9H2P0
Q9NWT1	Q8N5F7
Q9NXU5	P53355
P00747	P04035
Q5T3J3	Q3SYG4
Q8TDN1	Q8NDC0
Q8WV41	P55039
Q96PM5	P08195
Q13546	P29374
P29372	Q66K89
Q9Y3B6	Q8TAD8
Q13263	Q8NEM7
Q9Y624	Q9HCU9
Q9BQ04	Q9UNY5
Q14393	O75362
P50553	Q92905
Q6NUN9	Q9Y624
Q96MF2	Q96Q05
Q9NVR2	A5D8V6
Q6PEV8	Q96B02
Q5JST6	Q9P2N6
Q96MF7	P62263
Q9Y343	Q12996
Q9NPD3	Q9HCE5
Q92564	Q8NB46
Q9C0C4	Q6PIJ6
Q13315	P32302
Q9NQX6	Q8IXZ2
P23352	Q9BTL4
Q93034	Q16666
Q96IY1	P29460
Q96A72	Q9Y580
P14868	O15117
P41235	Q8N488
P29373	P03956
Q9Y385	Q969R5
Q9UKJ5	Q96A70
Q96PE7	Q96NA2
Q96AY2	Q13905
O00757	P53985
O75154	P62324
Q9NVS2	Q8TE49
Q9BXL8	Q96GN5
Q96JN0	Q9BPX3
P63241	Q9HCY8
Q5J8M3	P52306
Q7Z419	Q9Y2Q3
Q6GPH4	Q9Y265
Q9H944	Q86WV6
Q6PIW4	O14836
Q15334	Q9BXF3
P35354	P02686
Q86XK2	Q92794
Q9NRG0	O15143
Q9NZE8	Q7Z6B0
Q8IZU1	Q9BT04
Q9BRT3	Q9UBV8
Q9GZZ1	O60240
Q96BR1	P26196
Q8NDC0	P53779
O75153	P07288
Q53H47	Q9UKD1
Q9H706	Q15165
P02760	Q96HH6
P43034	P42336
P09417	Q9HCM4
Q86TA1	Q04727
Q02086	O43683
Q92900	O95711
Q5VUJ6	Q9H213
Q13425	P09211
Q86XI6	P10599
O60481	Q9UBF1
O75592	Q7Z3I7
Q15907	Q16667
Q70Z35	P28062
Q9NTM9	A6ZKI3
P28072	Q96CD0
Q9H672	Q9Y3C0
Q9NQL2	Q6P656
P53365	Q9Y237
Q9H0U6	Q12774
Q8IXM3	Q14511
Q9BUZ4	O00159
Q9BT88	P19320
Q53TQ3	Q96EE3
Q9UIQ6	Q96MF7
Q13472	Q8N3R9
Q16520	P26374
Q5GLZ8	P01042
Q96PE2	Q15020
P17152	Q96QH2
Q9H4B4	Q9HB21
Q9HCS7	Q9BYF1
Q9BSQ5	Q9H7P9
Q8IWV7	Q86T24
Q9BXP5	Q9NY27
O75379	Q8TDZ2
Q8WUM0	Q9BX82
Q9NV92	Q7Z3I7
Q9P2J8	Q9UH73
P50542	Q9Y2U9
Q96L50	P83876
Q6ZT98	Q96CV9
Q96D09	Q96II8
Q6IQ32	Q9Y4K4
P03905	Q13133
Q9NQC8	Q02153
Q96DV4	Q8IWW6
Q9NYF8	Q9H1X1
Q92989	Q9GZR2
Q63HK5	Q6ZN04
Q14565	P29083
Q8IWU2	Q9NRR5
Q9Y616	Q9P086
Q86YP4	Q96N64
Q9NZ09	Q9H078
P23025	P25705
Q9NX14	Q15768
P23760	Q9BRT6
P10606	P00558
Q8NEM2	Q8NHY2
Q14669	P22415
P21980	Q96MN5
P82912	P61587
Q494U1	Q9BVC3
Q5T447	Q13387
Q9Y2X3	P49327
Q19AV6	Q5T447
P14866	P57771
Q6ZVD8	Q9BXS5
O00287	P41229
Q96J84	P15735
Q9Y2B0	Q13487
Q6P1J9	Q66K74
Q6NW34	Q7Z6G3
Q9Y535	O75306
Q9C0F1	Q8NAP3
P51784	Q8WUN7
Q96HP0	Q15583
P51688	P14416
P45379	Q14188
Q9Y6C9	P81274
O60869	Q969G3
Q8N5R6	P56279
Q8WVV9	Q0ZGT2
Q8N3F8	O60493
Q9H081	Q5EBL8
P04155	P26447
Q03154	Q92769
Q13105	P51809
Q9GZR7	P23468
P49642	P10073
O15031	Q6AZY7
Q9NP81	Q9Y6X8
Q08495	Q9NWZ3
Q7Z3T8	Q0VGL1
Q2I0M5	Q96RL1
Q969R8	Q13503
P31645	Q6UB98
Q9NWT6	Q8N3F8
Q8IWB1	Q14999
Q6S5L8	Q05D32
Q9UBQ5	Q9Y5B9
P53041	Q8WUW1
Q15398	Q14126
O95382	Q13542
O95319	Q15735
P26196	Q9BW61
P31949	Q96DH6
A7KAX9	Q15306
Q9BZB8	P25098
Q9P2B4	O60341
P54727	Q8IYW5
P49674	Q6ZN04
P61764	P78364
P61160	O15389
P14649	P21579
P21817	Q86VP1
Q8N653	O00308
Q15019	Q6ZT98
Q9UGJ0	Q8IYB3
Q71F56	Q99583
O00746	Q10570
Q9Y6R4	Q6ZSB9
Q96A00	Q9H0E7
P42338	Q96EY8
Q9UIH9	P07237
P27797	P26715
Q9UPN9	Q8N5M4
Q96RG2	P17542
Q9NRR5	Q969L2
Q9HBL8	P19525
Q86V81	Q8N6Q3
O60547	Q96HD9
Q9BQ67	Q7Z419
Q92674	Q969S3
Q86X02	Q6NYC8
Q9UHQ4	Q08999
P57723	Q9BRT2
P18074	Q13011
Q9NQX0	Q8IWU4
O96000	Q9Y3E2
Q96P48	Q9NSP4
Q9H0N5	Q49AN0
Q92925	P20963
P28072	P05198
O14949	Q9UHD2
Q9ULV8	Q9H2X6
Q8TDY4	P62308
Q96T76	P49356
Q9P278	Q12904
O43143	Q14584
Q96MW1	O00287
P10911	Q15047
O95947	Q9UBL6
O60870	Q99732
P54132	P35398
Q9BRP4	P78563
Q9BQP7	P55316
P36507	Q9NYK5
P35354	P0DPB6
Q16795	Q9Y6C2
Q9UDY8	Q5VTB9
Q8IWZ8	Q9BWE0
Q96EY7	Q96GC9
Q9NRR5	Q14191
A1L188	Q8TCX5
Q01094	Q9BWT1
Q86Y07	P35212
P00747	O75409
Q8NEG0	Q9H6Q3
Q6WCQ1	O75208
Q9P0M2	A5YKK6
P41236	Q19AV6
P53779	Q9H7C4
Q9NR50	Q9UKD1
Q12768	Q96DY7
Q13976	Q9NUJ1
Q9NPH2	O95256
P05230	P07359
Q9P2K8	Q9NYK5
Q96HA8	Q7Z7C8
Q96NY9	O75943
Q04759	O15037
Q9Y3Z3	O43143
P02776	Q9UIH9
Q8NFF5	O14530
P07910	P23588
Q07864	O15534
Q9NZC3	Q9Y3S1
Q9Y5P6	Q9UPQ9
P48146	Q01860
Q99961	Q8IYX3
Q8NHU0	P02647
P23497	Q96LC9
Q96JP2	O75335
O15211	Q13642
Q9UBF9	P00558
Q9NWB1	Q9P2A4
O75323	Q9P2N6
O43759	Q96DH6
Q6ZP98	Q96KM6
P16591	Q8IYJ3
Q9H2M9	Q14457
Q96AA8	P31947
O43395	P30530
Q8IWU2	P00558
Q92889	Q9GZS1
Q96FI4	Q8N5I9
P02462	Q9P015
P49368	Q9C0E2
Q13838	Q6PEX3
P19484	O60711
Q9BQI9	Q8N131
P28069	O43913
Q9BVQ7	Q6P5Z2
Q8IZQ1	Q96C92
Q9BUL8	Q16650
Q9Y4F9	O75362
Q8NC24	Q8WU20
P19634	Q9H892
Q99538	Q15067
Q12800	P43364
Q6UY14	Q99704
Q96RR4	Q08380
P35638	O75116
Q8TEX9	Q9NY33
Q9NVM4	Q96AT1
P17026	Q495M9
Q96FW1	P21583
Q6PKG0	P30154
Q6SZW1	P11474
Q9GZM5	P37231
Q15149	Q2TAC2
Q96AX9	Q96RN5
P09382	Q9P0R6
Q8IVT5	Q9NY12
Q9P2K6	Q8TCX1
O14727	P08138
O60741	Q969K4
P25440	Q14005
P40937	O15055
Q96KN7	O43255
P25942	Q96RI1
O60306	A0AVI4
Q9BX66	Q9BT92
Q15059	Q96K21
Q9H0M0	Q9NVI1
Q15573	P29084
Q92974	P55895
Q5VWQ8	O95168
Q9P2L0	Q8WZ19
O94952	Q92904
Q8TAA3	P18077
Q9H204	Q14681
Q8WVJ2	Q15287
Q9P253	Q5U5Q3
Q969R8	Q8WVY7
Q7Z7C8	P16070
Q13190	O00443
P00736	Q8IWE2
Q14773	Q9Y2J2
Q9BST9	Q00526
Q9BTV7	P60033
O95243	Q9BSH5
P46734	P49761
Q9BVJ7	P15923
P02776	P46695
Q12851	Q9H788
Q5I0X4	P53680
Q92904	Q13002
Q96A00	Q8IY63
P49368	Q7LC44
P16455	P11441
Q8N474	P51151
P0C1Z6	Q9P2P5
P05154	Q8TE49
Q9UQR1	Q5SW96
Q9Y5R8	Q5JRA6
Q9BQ65	Q9UL33
O43353	P46952
Q99496	Q02363
Q96D03	P22670
Q9NPL8	P16860
Q8WV07	Q68CZ6
P17661	P11912
O60759	Q5R372
O75146	Q92673
P23443	Q5XPI4
P05129	P78317
P49366	Q9NV56
Q86UT8	P19634
Q3KR16	Q8NA57
P35613	Q96D09
O75603	Q86XL3
Q9Y6I9	Q14209
O14757	P23142
Q12967	Q96NB3
Q569H4	A1L443
Q8IZU1	P35227
P29376	Q92974
Q7L3B6	Q8N488
Q8N386	P46734
P14859	Q96HA7
Q96CW5	Q6MZQ0
Q9GZX7	Q9NYJ8
Q9UP83	Q6WCQ1
Q96PV4	O75934
Q6QNY1	Q6NUJ2
P50991	Q8N7C3
P07332	Q9BZE0
P55010	P21675
O95870	Q9UJ70
P09564	P00736
O14492	P16157
Q9ULH1	Q99575
Q9UPY3	Q6PKG0
P51959	O95239
Q15848	Q96GC6
Q9BT49	P23945
P23246	Q53GQ0
Q96N95	Q13490
Q5TA31	P49790
O15151	Q8N1F8
O94776	Q14781
P60891	Q9Y5B8
Q9UBQ5	Q02446
Q9Y3C5	P10912
P55895	Q9NUX5
O75362	P56537
Q9UHY7	Q9BSQ5
O75822	Q96G27
Q8NB16	O95711
Q00403	Q99759
Q7KZF4	Q9GZS1
Q9H4B6	P31947
Q86UQ8	Q7Z6E9
P19367	Q6ISB3
Q53S33	Q99759
Q96HU8	O75147
Q9UJY1	Q9UNI6
Q9BSH3	P53611
Q14781	P51911
Q96P48	Q6GQQ9
Q8NBI2	P40337
P23511	Q8N668
Q9UFG5	P49591
O43296	Q04323
Q9BZE0	P62258
Q12891	P37231
Q8N4P3	O75438
Q9UBV2	Q16600
Q9H9Q2	O00187
Q96CM8	P52757
Q14135	Q96AX9
P00519	A8MQ03
P02649	Q8NCN4
Q96JB2	Q9H307
P62906	Q13393
Q9H269	Q05BQ5
Q9NR50	Q8N5N7
Q13291	Q6RW13
Q8TBK2	Q92736
Q14194	Q9P0M2
O94874	O00746
P60409	Q8N3C0
P79522	Q86X40
