Q8TAI7	Q9HC62
Q8IU81	Q9H4L4
Q9H7H0	Q96T88
Q8N165	Q9UFF9
Q9H814	O60477
Q15773	Q7KZ85
P38159	Q9UH99
Q3KP66	Q8NFG4
Q86XT4	P32927
Q2TBE0	P04792
P32970	Q8WU90
P53350	Q92985
P49918	Q9NZ42
Q6MZT1	Q14533
Q96AY2	O14654
Q53EL6	P43403
P52926	Q86SE5
Q9BSW7	Q9ULV8
P49643	Q96LT7
O96015	P51164
O00399	Q9BT73
Q9BR76	O75145
Q9NPJ4	P98082
P62942	Q96BI3
Q14241	Q8NB16
Q9UQB8	Q6W2J9
Q14687	O60645
P63279	Q8N201
Q9Y295	Q9UBF8
Q9H0B6	O14979
P12757	Q9H2A7
P12004	Q14449
Q9H079	Q9H1X1
Q6IA86	P15408
Q9NPG3	O43365
Q5T124	P42338
O75164	Q96CW5
Q96EY1	P48643
Q9UJU2	Q99608
P11474	Q92581
Q9BY77	O75843
Q5JVF3	Q9NX02
O95870	Q2WGJ6
Q9NQ66	Q9BVP2
Q99640	Q14566
P19484	Q6ZT12
Q8IXJ9	Q8IZU1
Q8NFH3	O15304
O76041	Q9ULD4
Q96CB8	Q8WVS4
Q86SQ0	Q9UBB9
Q86VG3	Q96Q83
Q9NQU5	P24394
O75150	Q9HCU9
O14836	P35247
P22692	P30307
Q9NPJ6	P55199
Q96S59	Q5SSJ5
O95931	Q969R2
Q9UPN9	P62993
P23258	Q9HB09
Q99595	P61764
Q16620	Q96AP4
P01033	P10644
P36405	O95382
P22466	Q96NT0
Q8N184	Q01831
Q15056	Q8WUA2
Q02224	Q9Y2L5
P37837	Q5H9L4
Q08499	Q9NVV9
Q96QE5	P02652
Q9HC62	Q9BQA1
Q86WZ6	P49411
Q96Q77	Q92887
P10599	Q15413
P05023	Q8WUD1
Q70Z53	O15530
Q9H6J7	P13284
Q02218	Q14691
Q13506	Q9BWW8
Q9NZM5	Q86UR5
Q99714	O00555
Q9Y3N9	P52948
Q99871	Q9Y5J3
A1A5D9	Q15648
P12694	Q9H0Y0
Q9Y3D0	Q8IWI9
Q9BQB6	O75886
Q8NHM5	Q13148
Q8N9E0	Q6ZNE9
Q5RL73	Q6N021
P28370	Q86V42
Q6IN84	Q6P3X3
Q9H0E3	Q99741
O94826	Q92844
P05177	P06746
Q02548	Q13287
P54368	P32320
Q9HC62	O95279
O14734	P10073
Q9Y535	Q9BRG2
Q12789	Q9Y5K5
Q9H0W5	Q9NPQ8
Q13233	P56199
Q9P2W3	O76038
O96006	Q13111
O15083	Q8N5D0
P28335	Q9Y6I4
Q9BXK5	P0CW24
Q14CW9	O15287
O95197	Q99618
P61244	P28222
Q12926	Q53H80
P15498	Q8WXD5
Q9UJ70	Q14764
P20645	Q9NPA8
P01009	Q17RD7
Q49A88	O75817
Q9Y6G9	P56589
Q9HCU9	Q9UL03
Q13315	P53618
Q6UXN9	Q9H0Y0
P09211	P09211
P60228	Q6IBS0
P02746	Q8WUH2
P61254	Q96DX7
Q96KP6	Q9Y230
O14786	Q96DE5
Q92925	Q16600
Q15796	Q9H257
Q9C0C2	Q9Y385
Q9P287	O75925
Q99613	P17026
Q8N3R9	Q9UBP6
Q9H6Q3	O60664
Q9UMZ2	P04626
Q96T76	P30291
Q9NQ31	O94966
Q8NDC4	P18887
P07237	P36405
Q12959	Q92833
P50402	Q99075
Q6ZW49	Q9UJ14
Q99714	Q9NS87
P63279	Q9UKP3
Q9BQ95	Q01453
P60900	P49810
Q99259	Q96SY0
Q96QT6	Q9H8S9
P62280	P14921
Q86TA1	P13010
P29474	O00762
Q9BRK4	P60228
Q96AD5	P50750
Q16394	Q6P9B9
Q5H9K5	O43543
Q7Z3K3	Q9UNN5
P07996	Q9H2B2
Q9UJT9	P52701
O00232	P54829
Q5JVL4	Q9UHK0
O75815	P23582
Q9GZR7	Q99549
Q9Y295	Q14444
Q96CG3	O14627
Q92901	Q96A72
Q49A88	A0PJW6
P37198	Q8NEY1
Q5T9L3	Q9NPI6
Q9NR22	Q92674
Q9UQL6	Q9BR76
Q9P2W1	Q15397
P09874	Q8WV60
P34741	Q96HA1
O14514	Q8WYA1
Q9ULK4	Q9BZR8
A2A3K4	Q8WTP8
Q15051	Q3V5L5
O15111	Q9UBN7
Q8N988	Q8WYA0
Q96NE9	Q9BZM1
O43719	Q9BXP5
Q13064	Q15036
Q86TG7	Q16600
Q9P2Y4	P61313
Q9BYF1	O15534
P78318	P35998
Q13257	Q8IU81
Q8N8R7	Q9H3U1
P23588	P50876
Q9NQU5	P11177
Q13087	Q9UL42
Q9ULD4	Q8IWY9
P57735	P35249
Q13487	P18507
Q6ZN04	Q6IA69
O15481	P24071
P85298	Q5H9K5
O95208	Q96C92
Q16543	Q8NI29
Q96QU8	P63272
Q969T9	P15374
Q96DR7	Q53TS8
O14936	Q9P0M2
Q14011	Q9H3M7
Q9UFB7	P14784
Q9P0U3	O15457
Q9Y496	O14579
Q8IWV8	Q6I9Y2
Q8NI29	Q15052
Q9Y3A0	Q8N3Y1
Q12982	Q9BWX1
Q96IF1	O14730
Q9HD34	Q96D46
P09234	Q9H190
Q96EY5	Q08378
P63000	Q9Y6J9
Q3V6T2	Q96B23
Q68DC2	P16070
Q8N344	Q9H3S7
Q9ULC4	Q96L46
O60391	Q9H4A3
Q9Y4P1	P49407
Q8NHY2	Q6I9Y2
Q92552	P17936
P27540	Q9Y6N7
Q9C0A6	P27658
Q96ST3	Q07912
P78395	Q9NTK5
P41238	Q9UKV5
P50542	O15061
Q96BM1	Q96LA8
Q13332	Q969H8
Q01081	P55273
Q9NXJ0	O75953
Q96JP2	Q8NHY2
O95278	Q8N3R9
P57086	Q9UJ04
P19447	Q8TC07
Q9NS69	Q9BY77
Q9H204	Q96S59
P25208	Q96RR1
Q9BSJ2	Q9ULW3
Q8WX92	P57086
Q8IZ07	O00628
Q13901	Q8N9M5
Q9NYV6	O95407
Q13435	Q9NQX3
Q5UCC4	P60410
Q5SSJ5	Q92783
P01127	P48551
Q8N3V7	Q9GZL7
Q86WH2	Q6NYC1
Q8IY47	P63211
Q9BT49	P29353
Q9UBT7	Q6NUQ1
Q9NYZ3	Q9BVQ7
Q2M3C6	P82094
O95352	Q9BT73
Q9BZE0	Q9BQY4
Q9ULZ2	O60516
Q53T94	P48023
Q96DP5	Q13011
Q9NY61	O95071
Q6GTX8	P43115
Q9NYP9	P53672
Q3SYG4	Q8WUU5
Q504Q3	Q99467
Q5W0B1	Q14693
Q86Y39	P54578
Q9BSM1	Q86YS7
Q9BZL1	Q9H4D5
Q8WYA1	Q16773
Q8IWX8	Q9UPN7
Q9BYD3	Q12962
Q9Y5Z4	Q9H257
Q12948	O14910
Q8N3Y1	Q96SL4
Q9NXG2	Q15543
Q9NXX6	Q9BV38
Q15393	Q32NC0
Q03989	Q3V6T2
Q9BQQ3	O14530
Q13769	Q9BXH1
P42285	P00540
Q8TEY7	O15155
Q9P2J9	Q9NR77
Q8NB91	Q92673
Q9HCJ0	Q96FT9
P31689	Q99757
Q9Y4K4	Q9NP77
Q9UI08	P47985
Q9NZ09	P40763
Q8N1I0	P05177
Q09013	Q14469
Q9BXG8	Q9NQ87
Q5T7W0	P11940
Q92793	Q15742
Q9BUE0	Q01201
Q9NV79	Q15046
Q13163	Q9BTY7
Q96IJ6	P12314
O00187	Q7Z422
Q96EY1	P62508
P17612	Q96RU2
O15294	Q13094
Q9NTM9	P61960
Q9BTL4	O95999
Q5T681	Q969R2
Q9BR84	Q9BSM1
Q96RS0	Q9Y239
P56945	Q9Y6E0
Q9NRA8	Q9NRS6
Q04837	Q8IUW3
Q9HBI0	Q96F07
Q8N1F8	Q6NXT1
P60903	O75410
Q16666	Q9UNF0
P84090	Q15007
Q86YN6	P04844
P50281	O43491
Q13200	Q9Y248
Q9NV96	P05455
O60663	O95229
Q7Z4V5	Q8IY47
Q9UKD1	Q6NT76
Q9UQR0	Q9H5J8
Q9NP79	Q9BZW8
Q9Y244	Q9NVN3
Q9Y5T5	Q8N2W9
Q15223	Q01826
P78317	Q99436
P22415	P16109
P50281	Q5JS54
Q9UBU8	Q15116
Q9P2M7	Q9Y4R8
Q9Y4X4	P28702
Q9NY61	P07101
P02549	Q13868
P31269	Q9H0E3
Q8NB90	O15260
Q9NNX1	O94874
Q13651	Q9UQK1
Q9NX14	Q9P242
Q9UKJ1	Q641Q2
P05113	Q96GA3
P99999	Q9NP85
Q13107	P47224
Q8N4P3	O43681
Q9ULZ2	Q7RTU3
Q53HC9	O43663
Q9UPN6	P02730
Q7Z3Z2	Q92817
Q8NB15	P43119
Q9Y3C5	Q9NPJ6
Q9Y5A6	Q96C74
Q9UKJ1	P55854
Q96HR3	Q99798
P25787	P51991
P02489	Q16849
Q9UL63	Q12860
Q96NE9	Q96AD5
Q5T7V8	O43148
P23297	Q4V328
A6ZKI3	Q9NPA0
P35916	Q8N1G0
Q9UBS4	Q8NFG4
P28370	P49069
Q8IYD1	Q96NL6
P78371	P17735
Q9NQ55	Q9C0E8
Q15650	Q8IWI9
O00273	Q9HBW0
Q8IWZ6	Q9Y3S2
Q9BSJ2	Q6ZSB9
Q9UHJ3	Q8N0X7
Q8WXI9	Q9P2Y4
Q9H2P0	Q14165
O00443	Q70EL4
P55316	Q04912
Q9BSM1	P49848
O75069	Q9BYD2
Q8WWQ0	Q96RK0
Q9NRS6	Q9NZA1
P21757	Q9C000
Q86TC9	O94886
P60410	Q9NXR1
Q9UHP3	P41240
Q9Y6J0	Q9UJ83
O94989	P27449
Q9H267	P01130
Q9BRG1	Q96EI5
Q96DB2	Q6PF05
P02511	Q9UPT9
Q9NVM4	P47712
P52630	P48775
P51164	Q8WUW1
P07996	Q8IYS0
Q8N9N5	Q9Y5X1
Q96JA1	P46821
P35232	Q9UHL9
Q14157	Q9UQR0
Q8NDZ2	Q9P246
P29083	Q8N3C7
Q5R372	P55196
Q9Y4K3	Q9BR76
Q8N9N5	P32970
Q8NC24	Q9UBU9
Q13315	Q16827
Q6ZMZ0	Q5VT52
Q5VZV1	Q9UDY2
Q8WYQ5	Q9HB09
P52306	P52298
P23409	Q9Y3F4
P23528	P33991
O15230	Q14CS0
Q9UGJ1	P17480
Q02410	O60563
Q7Z6E9	P10243
P21583	Q5T7W7
Q9UH73	Q9UKL0
Q12967	Q9BQ24
Q9BXL6	O75477
P26842	Q7Z417
Q13439	Q9Y5P4
Q96RU7	Q9H553
P55039	Q9P2H3
P52434	O95180
O75362	Q96QE5
P23352	O00592
Q96I25	P06213
Q66K14	Q96CD2
P04424	O14980
P16083	P50747
O14508	Q9BXI6
O95544	Q9BYX4
Q86W42	P59780
Q9Y3R0	Q15170
P78352	O43513
P78352	P50570
Q9NY12	A1A5D9
Q13772	Q9P0J0
Q14721	P16591
Q96SU4	P56524
P11137	Q9UPY3
Q9UM82	P78537
Q15569	Q96P48
Q15506	Q8IWZ8
Q8N8B7	Q06330
P62820	Q96MP8
Q9NWZ8	P02792
Q9BST9	Q27J81
Q9NUG6	Q92575
Q96JA1	Q9H4E7
Q9C005	Q9Y458
Q15303	P60903
Q9BVA0	Q9H1I8
P55040	Q8N2Q7
P51665	Q8WVD3
P09038	Q14139
Q9Y5U2	Q13794
Q8NHQ8	Q9H8K7
Q9NQR1	P13682
P04070	Q9UHQ4
Q9HAY2	Q96L73
Q96HS1	Q9NR33
Q0VDD7	Q15056
O15550	Q6IN85
Q96PM5	Q9NUG6
Q93034	P52815
Q6UXX9	Q13435
Q9H0E2	Q8TAP6
P09001	Q9H190
Q99619	Q9NR55
P0CG48	Q9H1X1
Q9H0K6	O75386
Q96BM1	Q9BXI9
O15047	Q96KQ4
Q9BXG8	Q9H0N5
Q9UK73	Q969H8
P02458	P51116
Q9UM07	Q7Z4H7
P49768	P04004
Q9P0V3	Q8WWM7
O96008	O60880
Q9GZV5	Q9NYZ3
Q9Y546	Q9Y4L5
O60880	Q02297
P67775	Q6XD76
Q8N3L3	O43660
Q92887	Q9NRI5
Q5T681	P08235
Q14974	P63241
Q16512	Q92542
P07384	Q969F0
Q99638	P01588
Q8IWZ8	Q6BCY4
P55060	Q86WT1
P28335	Q96EX3
Q6EEV4	P98177
Q8IVD9	Q9P2A4
O75521	P14136
P35638	Q9NWT1
Q14469	Q9HAV5
Q969H6	P49639
Q9NVT9	O14730
Q96I51	P28702
Q6SZW1	Q96BD5
Q8N5J2	P62249
Q9BYR7	O96000
Q5BJD5	O15160
Q01860	Q14994
Q92552	Q6XZF7
O14966	P19387
Q9NX58	P61218
Q04864	P20794
Q6PEX3	O75069
Q99741	O60346
Q8IZH2	Q86YV6
Q5VIR6	Q5H9K5
Q5TEU4	Q8IYS0
Q9BUV0	O15066
Q8N9N8	Q96AQ6
Q96RL7	Q96IT1
Q9BQ15	Q14678
Q9UJ41	Q96MF2
Q9H082	O43521
Q9H4E7	Q9H5K3
O75716	Q96SI1
Q9ULV8	Q9BRR9
Q8TCT9	Q14684
Q8WUD1	Q96JC1
Q9Y5P4	Q06187
O95343	Q9BUR4
P51688	Q96HJ9
O15535	Q9NV79
Q96SW2	P35247
Q96HU1	Q7L2Z9
Q96ES7	Q96EY8
Q92813	P17029
Q13111	Q14831
O14627	O75444
P12644	P62316
P61328	Q9HAH7
P55072	Q16594
Q15008	Q9Y3Q3
O14653	Q15466
P52744	Q86XI2
O94817	O43490
Q06190	Q9BRU9
Q9UJY5	Q05195
O75469	P49458
P46939	Q9NWV8
P17980	Q05519
Q9NRP4	Q9BY49
O75558	Q13416
O14867	Q9H4D5
Q13636	Q9BSH3
A9UHW6	Q70YC5
O15265	Q5TC82
Q13158	Q96D98
Q86W11	Q9NVV4
Q99750	Q8IZQ8
Q96I24	Q68CZ2
P35613	Q9BXH1
Q13515	Q7LBR1
Q10567	P60866
O15354	Q8WY36
Q8N143	Q96JG6
Q96KP6	O95460
Q14019	P0C2W1
Q9P2R7	O95684
P62875	Q7Z4U5
Q0VDD7	Q15758
P49902	P21941
O00273	Q15942
P20849	Q9H3H3
Q5H9L4	Q9P0J7
P24864	Q99848
Q8TEB9	O95990
P49281	Q13123
Q9HCK8	Q9BX70
P02652	O14558
Q9P2A4	Q9BYX4
P10071	P05109
Q12769	Q3KR16
P42574	Q15056
Q8NDX1	Q9NU23
Q9Y6K9	Q9H1A4
Q9BVN2	O94952
Q5J8M3	P35670
Q8N5I9	Q14527
O60331	O95460
Q9UF56	Q15669
P45379	O75886
P55771	Q8N165
Q8NDD1	Q9C0F1
Q9NXC2	Q86UK7
Q9BZW8	O96017
Q9UBU8	Q6IA86
Q86XT4	Q9BY67
Q969Q4	Q9Y4C2
Q1MSJ5	Q6UVY6
Q16635	P23193
Q15648	O43924
Q9UGU0	Q96HD9
P20823	O43889
Q13144	Q6NUQ1
P61086	Q02447
P01024	O75460
P49757	Q13123
P20941	Q96G04
Q9H269	Q9UPP1
Q9BVQ7	O95994
P08138	P16591
Q9UKS7	Q8NHY5
P16083	Q9UKG1
Q9H832	Q9BW27
Q6P5Z2	Q9Y2L9
Q9NTJ5	Q96NA8
P25440	P04062
Q19AV6	P09012
Q9UGI0	P56181
Q8N668	P51116
P37231	Q96LI5
P31323	Q8IWU4
Q6ZMU5	Q9UJA3
Q96BS2	P13010
Q9UFD9	Q9UNI6
P41229	O75293
Q9UGJ1	Q92990
P67775	P60866
Q70EL4	P23771
P24752	Q9BY11
Q15397	P06400
Q8WWB3	Q96JA1
Q9BT88	Q9H213
O95999	Q15036
Q6PCT2	Q9Y651
Q8WXE1	P43626
Q5VT52	Q13526
Q04727	Q5VIR6
P81877	O94886
Q12772	P49915
Q9BSU1	P07355
P23443	Q96JM3
Q5VTD9	P33992
Q49AN0	P15172
Q9BQB6	Q9Y6D0
Q99757	Q9BQB6
Q95460	Q4V328
O15054	P62917
P82094	P16471
O95671	Q13164
Q9NRZ9	Q9BYR7
O43189	Q9HAQ2
Q7L5A3	Q9UPV9
Q9Y2E5	Q8TEP8
Q8N511	P23443
P15407	Q8TAB5
Q9P0L0	Q12796
Q8WUW1	Q9Y448
Q9H204	Q6RW13
Q96L73	Q96JM2
P31323	Q9UMZ2
O15033	Q9BQP7
Q9Y263	Q92835
O94888	P49356
O96008	P61978
O75477	Q9Y230
Q9BZL4	P11274
Q86XR7	Q6AHZ1
O43918	P31689
Q86SZ2	Q9UBT2
P21757	Q676U5
Q9UBU6	Q16186
P46100	Q5TEU4
Q9UHV2	Q9P2H3
Q969J2	Q2TBE0
P54136	Q6Y7W6
P00918	Q96RU2
P42858	Q53HC9
P63316	Q12768
P31629	O75593
Q9UPY6	Q9Y376
Q9GZX6	Q96PV4
O95678	Q92993
O00311	Q5TCQ9
Q99708	Q58WW2
Q9H7E9	Q9UK45
P30414	P37837
P57059	Q2M1K9
Q71U36	P01730
P13639	Q14498
Q9BXI9	O43583
Q8N4V1	Q02535
Q8WUI4	Q8NA54
Q9Y5Q8	P68400
Q9BZI7	Q9P209
P49765	Q9H3U1
P11274	Q86V59
Q9Y4B6	Q9Y2E5
Q6UY14	Q6ZVT0
Q8TB52	O15037
Q13371	Q86YS7
P31150	Q16543
P07333	Q99732
Q99697	P30084
Q9BYV9	Q9NWU2
Q96II8	O94810
O14727	Q15543
Q12891	Q7Z4I7
Q9UM11	Q92499
Q96G04	Q13049
Q9H8S9	O60869
Q9BPU6	O75486
P11684	P38919
P01031	O14503
Q9UMZ2	Q6IBW4
Q15311	Q9NPJ6
Q13156	Q14247
Q96S59	Q9H6Z4
O60232	Q16626
P55197	O96011
Q9P104	Q9H4Y5
P57735	Q16698
O75915	Q9UBL3
Q9NQL9	Q14164
P15880	P62875
Q15650	O15297
Q96D98	O76038
Q8WVC0	Q7Z5K2
P49674	O43684
Q86T24	Q15466
Q9UGP5	O43623
O60828	Q8NEM0
P00734	Q06643
O95793	P48444
Q96GQ5	Q96K30
Q659A1	Q66GS9
Q8WXH0	Q8NI37
Q96JE7	P57735
Q9BUZ4	Q8WVC0
O60356	P17535
Q96KP6	P12694
Q9NZM5	Q6P158
Q02930	P25098
O60244	P49902
O15121	Q71RC2
Q9NPI8	O00186
Q86W50	Q8WXK3
Q9BPU6	Q04637
Q6KC79	P26367
P41161	Q96JZ2
O60516	Q9BQG2
O15049	O00214
Q8NCX0	P40763
Q9UBP5	O75419
Q8TBK6	Q9BT04
Q96B26	P42857
Q96NT3	O15297
P22459	Q92989
Q96GA3	Q13797
Q86VG3	O15018
Q9H4L7	Q14995
P51530	Q9UHB9
Q9BZE0	Q12851
Q13976	Q8WWN8
P16070	Q9BZJ0
Q9BXI3	P51530
Q9UKX7	P63272
Q9H668	O95644
P23560	Q8N5C8
P17987	Q9ULL4
P00441	P56945
Q9UKP3	Q9UBE8
P04843	Q8TDQ7
P32780	B2RUY7
Q9NVF7	Q9UEU0
Q5TH69	Q9Y5X1
Q6AI12	O75603
P62699	Q14643
P03956	P55081
O75815	P61758
P15735	P07902
P07204	Q9UHD9
Q03154	O95163
P09525	P08473
P53539	Q9Y3C6
Q969R2	Q5T7V8
Q15050	P01106
P23471	O95980
Q8TBF4	Q6AHZ1
P17931	Q712K3
Q5MJ70	Q9Y624
Q7Z5Q5	Q9H0I2
Q9NRW7	Q96CD0
Q92854	Q13472
O43463	Q9NYN1
O43186	Q9H8Y8
Q9H816	P38936
Q9UBF8	Q5TAB7
Q96SQ5	Q12860
Q9NVN3	Q9H1J1
Q8N987	Q9ULZ1
O43490	Q96EN9
Q9NZN9	P13807
P53355	P30305
Q9BXU7	Q2TAK8
O75525	Q8TF74
Q15884	O15535
P50591	Q9HB21
Q99619	P01009
P20929	Q6ZW31
Q9BQ66	Q9HCI7
Q96EF6	Q9Y2I6
Q9NPA8	Q8WVS4
Q8TD22	O75438
Q9UN30	P55072
P61586	Q9Y473
Q8N6T7	P20701
Q8TBG9	P31269
Q8IYA8	P29728
Q9BY89	Q8N612
P55039	P23409
Q7L3B6	Q7Z3J2
Q9NRN7	Q9UJW9
Q8N0V3	Q8IX90
Q8NFZ0	Q9BQF6
O75419	Q9HCU9
Q9NW75	O75460
O00155	Q13011
Q13258	Q9UBS5
P19634	Q9UBE0
Q9BRX5	Q9UBZ4
P42345	Q9H4L4
O00287	P33151
Q9UGL9	Q86WZ6
Q6NZI2	O95210
Q13216	Q8IZ69
Q9BRL6	Q99798
P57740	Q66K14
Q13144	O96017
P13236	O15481
Q15916	P54829
Q16828	Q8TAD8
Q53FD0	P28222
Q14135	Q9BRG2
Q9BR76	O75817
Q96BH1	Q9H8Y5
O95169	P07315
O00264	P54852
O94952	Q96JM7
Q9BYX4	Q92552
Q9H3Z4	Q9P2N6
O60518	O14733
Q8NEZ5	P55042
Q9Y4K3	Q96S65
Q9Y6X3	Q9NQ48
O43365	O00257
Q9P015	Q15388
Q969F0	Q53HV7
Q8N6S4	Q9ULX6
P43626	Q9Y4K3
Q9H788	Q9UM54
Q9Y2S7	Q8N612
P53041	Q6Q0C0
P22061	Q13523
Q8NHQ9	Q9BQA1
P85037	Q9Y263
Q15170	Q96AP0
P52803	Q17RD7
Q14511	Q13330
Q4KMQ1	O60610
O60678	Q99459
Q86YV6	O14530
Q92800	Q9NYJ8
Q49A92	Q8N6T3
P62979	O75525
Q5VSY0	Q4G148
Q9BQE4	Q9Y2W1
Q9P2K2	Q8N386
Q9Y2T2	Q9UPT9
Q96PU8	P16662
P36896	Q96BK5
Q8N4B1	O00204
Q9Y421	Q9UBF1
Q96AT1	O76064
P32969	Q7Z412
Q96G21	Q8TAA3
Q9NSA0	Q9Y6E0
P54259	Q15276
Q15633	Q00765
Q96EY7	Q99613
Q8N0Z3	O75553
Q9Y272	Q9BRT3
P27449	Q7Z7H8
P24390	Q8NDD1
O94915	Q12873
Q9BZD4	O75293
Q676U5	O75330
O15481	Q9NPA0
Q8WVS4	Q15149
P13995	Q9NYR9
O95140	Q96RS0
Q8IYI6	Q16514
Q9HCJ0	Q01664
P17024	O96014
Q9Y512	P49902
Q9BT88	Q9BYJ9
Q9NXG2	Q99961
Q9UJX4	Q8N2G8
P16471	P03886
Q6PGQ7	Q9UKS7
Q7Z4U5	Q56P03
O95980	Q9P2K5
Q15637	Q86W50
P00519	P50151
O15455	Q96M95
P16662	Q8IYI8
Q9H3P2	Q96A35
Q96N95	Q9UI47
P53805	O95786
O95249	Q9P2J5
O75525	Q92551
Q8N554	Q8IXZ2
O75915	Q969N2
P01023	Q96LL4
Q9BRJ6	P19634
Q7L5D6	P23246
Q96RL1	Q9NWZ3
Q8IZL8	Q9UIQ6
P54136	P78348
Q13148	P82094
Q52MB2	O75486
O75390	Q7L7V1
Q6ZP98	O60880
O60925	Q9NZQ7
Q13562	Q969P0
O75935	Q6KC79
P25686	Q9Y586
Q9BZ95	Q05516
Q9UJX0	Q9Y6E0
P46821	Q9P2W9
Q8NFH4	Q99700
Q9NNX1	O95071
P51610	Q96EY8
Q15363	Q08378
P37235	P40238
Q53EP0	P49675
Q8N0Z3	O95872
P10073	Q96KS9
A6NGB9	O76075
Q9Y230	O15488
Q702N8	Q9NQ55
Q8NEB9	Q14697
Q8N3I7	Q9Y466
Q9NP85	O75525
Q12841	O60337
Q6ZMQ8	P57081
Q9BQB6	O60663
Q9Y255	Q6ZNE9
Q92674	P17661
Q8NHU0	P51688
O95071	Q14584
P53985	Q9H6R0
Q9UBP0	P00519
P49321	Q9BSW7
P61160	Q9UBI1
Q8N6S4	Q59EK9
Q8WWN8	Q9Y6K1
P61081	Q96KG9
P06576	Q9H7C4
Q96S65	Q96BN2
O75688	P13473
Q6ZNE9	Q13794
Q13368	Q15848
Q86V59	Q9NYF0
Q9BRP4	P03956
Q93009	Q92824
Q9H2W6	Q96BY7
P59991	Q8WWW0
Q8WXU2	Q16602
P49366	O00512
Q9BW85	Q9NUL5
Q15121	P36639
Q969Q6	P32780
P49418	Q5I0X4
Q6NT76	P07359
Q9NZF1	Q9BRR9
P02652	Q9UPM8
P15408	Q8IWU4
Q96SY0	Q9H1B7
Q4G0F5	P17482
O00471	Q9BS18
Q9NYM9	P49639
Q99489	Q96I51
Q12772	Q5XUX1
Q8N6L0	Q9BWM7
P49810	P11831
O95628	Q76N32
Q8WYR4	Q14315
Q8TES7	Q9BSH3
Q96CW5	P53007
Q9NT62	Q96EF0
Q92738	Q9UJX2
Q8WWZ3	Q9BXW9
P55884	P05107
Q96RY7	P23526
O75385	Q9H115
Q8WTV1	Q9BXF6
Q01664	Q2TBE0
Q7Z412	Q693B1
Q93009	Q96SN8
Q86W42	Q9Y546
Q99727	Q01453
Q9BYX4	P25786
O75828	P04049
P78396	Q9UGP4
P28066	P28749
Q9C0C6	Q9H3U1
Q9BWW4	Q9NP64
Q9Y620	Q7LC44
Q7Z6E9	Q96BR9
O43734	Q92466
Q9BRK4	Q13393
Q8IUD2	P11182
P49802	Q13472
O75444	O00571
O43818	P37088
Q8WUB2	Q7L8J4
Q9GZQ8	A6ZKI3
O43167	Q96FC7
P98161	Q5SW96
Q9Y2X9	O43592
Q9Y3A0	Q9C0J8
P29353	Q96DX7
O95571	Q5QJE6
Q12906	Q8NDC4
P09693	Q14137
Q6NXG1	Q8N5I9
P18077	A8K8P3
Q9HCE1	Q96BI3
Q9UII6	Q92925
O43913	Q96D46
Q8IX90	P18084
Q92785	O43920
Q96AP4	O60832
P37198	Q9Y6N7
P19447	Q9NQT4
Q99614	Q96FX2
P78545	Q96TC7
P57771	O95777
Q8N8B7	Q99576
Q8WVL7	Q9Y371
P51814	P55769
P49643	Q99538
Q92802	Q9BT78
Q9ULT8	Q6ZT12
Q9H0U9	P41161
P85037	P26441
Q494U1	P35998
P62318	P04180
Q99836	P61619
Q7Z7B0	P51948
O94855	Q9ULD6
Q86YJ7	P54725
Q12913	P15172
Q9UIF3	P49759
Q8TDQ7	Q9H981
Q8IVS8	P03915
Q7L273	P49642
P02746	Q9Y2L5
Q5BVD1	Q9NQB0
Q8IWI9	P78347
P04275	Q8NFF5
P55209	Q96B02
P43320	Q92820
Q9GZL7	P27658
Q9NXC5	P10124
O75828	Q12980
Q9Y3A3	Q92830
Q8N143	Q9UKM9
O14836	Q9NRD5
Q96HL8	O75494
Q9NVN3	P16035
Q15025	Q12769
O43490	Q9NWA0
Q13356	P51572
O14977	Q9UBK2
P41182	P52948
P18847	P50876
Q9P2S5	Q9UPM9
Q5T655	Q96CU9
P19320	Q9BXC9
O15182	Q6IA86
Q8NFZ0	Q9H5X1
O00155	P02786
Q8IX12	P12318
Q96S15	O14980
Q86WN1	Q8IYU2
Q9Y375	P20794
Q00532	P17482
O75604	Q8WYR1
P20340	Q8N371
P11717	P56545
P49368	Q96DA2
Q14247	Q9H0W8
Q9BYE7	P49902
Q9Y252	P62324
Q13889	Q99814
P43246	Q8WZA2
Q9NZN9	Q14691
Q9UBH0	O15164
Q9HC62	Q8N3C7
Q8NC51	Q9C0E2
Q02363	Q96GX8
O14775	P42684
P36507	Q86YC2
Q9P2T0	O95571
Q9Y421	Q9NPJ4
Q86X40	P63167
Q9HBD1	Q9Y496
Q9UM82	Q13322
Q53H80	O60356
P63279	Q9NWZ8
P51665	Q8IZU0
Q8WVX3	Q2MV58
Q6PEX3	Q99612
Q9H981	A8K0Z3
Q8WTS6	Q92793
Q68EM7	O43175
Q9BPX3	Q96LM6
P19429	O96000
Q8WWN9	Q8NAP3
Q9ULK4	O75503
O95166	P52735
O60671	P50616
Q92901	P50897
Q8IU81	Q969V4
P22105	Q9NR80
P50552	P11686
O75323	O00139
Q9BXF6	Q9H488
Q9H0E3	Q6NUJ2
P54802	Q8TCJ0
Q13200	Q9H5J8
Q9UHJ3	Q07889
P11177	P23258
P62917	Q9Y2W2
O75146	Q9Y2B0
Q9H9T3	Q9NZC7
Q9BZL4	P28069
P20810	Q9Y5L4
Q8N448	P63279
