O00291	Q9Y265
O15519	O75144
Q7Z6Z7	P36406
Q2TAK8	Q8IUW3
Q86WP2	Q8N766
Q9NXK8	O75323
O15061	Q16656
P78345	O75056
P05090	Q04206
Q9C0H9	P18124
Q9P0P0	P06401
O14576	Q53EQ6
Q9P2D1	O60880
Q9BWX1	Q8NFH4
Q03252	Q9UNN5
Q96FZ2	Q9NZN9
O43150	Q9P0P0
Q9H4L7	P21926
P29590	Q96IZ5
Q10586	O75494
Q9NV79	Q9NR12
Q5JSH3	Q8IY31
Q86SE8	Q9BQD3
Q92966	Q6P2Q9
P40227	O95167
O75381	Q96LR2
P22234	P31948
O60244	Q12802
Q96M63	P51784
O75128	Q8N1A6
Q8IXQ5	Q9NZM4
Q9H6R0	Q9NXX6
Q8TEH3	Q13625
O43597	Q9Y6A5
Q92871	P43115
Q14166	Q13330
P60409	A7KAX9
Q9NW82	O43741
P17029	Q9BU76
O96018	P81133
Q9NPG3	Q99704
Q9Y605	P0DPB3
Q9Y5X1	Q53T94
Q9BYG3	P45974
P13056	P42702
Q9NWU2	Q96S96
P59998	Q5T011
O15372	Q9NUQ3
Q5M9N0	Q9NPC8
Q9Y237	Q9H1D9
P49755	Q7Z6J9
Q8TDW5	Q8WV16
Q9NRM2	Q8IVT5
P09619	Q13887
Q9NXV6	P20807
Q8N0Z3	P99999
Q9UBS5	Q8IYX3
Q14627	P82933
P23193	Q8NFU7
Q13131	Q53TQ3
Q6ZTQ3	Q9UL46
Q2NKQ1	P48723
Q9BTE6	Q86VS8
Q8NFU7	Q8NEC5
Q96IZ5	Q9H9Y4
Q6ZW31	Q495M9
Q96P70	Q6MZP7
Q8TAC2	Q96HY6
Q9NR77	P55199
Q15843	Q14773
P10124	P49327
P29373	P60228
O15520	P49368
Q96B02	Q96PU5
Q13873	P35610
O95183	Q96FT9
A8MQ03	Q9Y2D1
P10809	Q9UPN4
Q92665	Q8WU10
Q14872	P16615
Q969P5	P62913
Q9NZJ5	Q9Y4E8
Q8WVK7	O43633
Q01726	Q9Y3L3
P38936	Q96K19
Q9NX24	Q86YS3
P10912	Q9UFN0
Q9P2W3	Q9NRU3
Q07666	Q01543
P11441	P10070
Q6NW29	Q86V59
Q6PD62	Q9P2Y5
Q14872	P42702
Q8WY64	P04843
Q9Y228	Q8NBL1
P56181	Q9UPP1
Q99576	Q5H9L4
O14978	Q92838
O00186	Q13636
Q9ULZ2	P21580
Q13613	O14757
Q5D1E8	Q9H2A7
Q14449	O75446
Q16531	Q6RW13
O15297	Q9H8S9
P41235	Q14142
Q9NX63	Q9NWX5
Q9Y3I0	P19438
Q96TA1	Q7Z7B0
O15265	P20929
P04075	Q9H4L5
Q16635	P30101
Q00987	O75828
P82930	P55084
P05231	Q96MN2
P48509	Q96SU4
O43572	P47755
P49910	Q14135
O14514	Q32MZ4
O14832	Q9NZQ3
O60934	Q76N32
Q8TAF8	Q14444
Q53GT1	O00220
P26371	P43699
Q8IZL8	Q92844
Q96BM1	P49760
P54278	P53992
Q04323	Q9UHY7
O95486	Q9NRF9
Q8IUX1	Q9HCM9
Q6DKK2	Q9Y2J4
Q7L5A8	O75396
Q969R5	P54198
P61218	Q9HCC0
Q8ND83	P12270
Q96QD9	Q9C005
Q8WVK2	Q9BRJ6
P80217	P49703
Q00587	Q9UBS5
Q86VZ6	Q16629
Q8WU17	P10911
Q9BTE0	P51861
P41227	O15061
Q9H4E5	Q8IZH2
Q9H9A7	Q9HC44
Q9H0N5	Q13523
Q6ZRV2	O14802
Q96KQ4	P16298
Q9NX63	Q92688
Q9UJX2	P31269
Q9NY33	Q969D9
Q13823	Q9UBV8
Q96BH1	Q16670
O43623	Q15276
Q7Z4V5	O60941
Q6FIF0	Q9ULX9
Q8N0Y2	Q9C0A6
Q8WYQ5	Q53EP0
O00220	Q9NSC5
Q96RR1	Q9H0W9
Q15233	Q9NPG3
Q9H3P2	Q9BYG3
Q8NC24	Q9UK58
Q9UER7	O95363
Q96RG2	P08514
P02766	Q5TH69
Q9UQ13	P40818
Q8TD10	Q05469
Q92989	Q14457
P55039	Q8N9N8
Q9UNY5	Q92934
Q92956	Q14188
Q15311	O43918
Q6PEX3	Q14241
O95684	Q8N5R6
P10276	O14744
P01374	Q9NSP4
Q6P4Q7	P20226
Q13905	P62945
Q9BZZ5	Q14451
P62945	P41236
P19404	Q8N668
Q8N6V9	Q8NI37
Q9UK73	Q8WY91
Q7L2E3	P27797
P01241	Q15669
P27797	P49888
P04049	Q99747
O00167	O43561
Q9UH62	Q9NVK5
P23921	O15047
Q9UHP6	P35219
Q13163	Q96BH1
Q9BPU9	P14854
Q9BYZ6	Q9BRR8
Q8N668	Q9NX31
Q8IZ73	Q15678
Q86VS3	Q9H0L4
P08581	Q9NS69
P46734	O95947
Q8N2Q7	O75943
Q8WXH0	O00303
Q9UPP1	Q86TJ2
P82914	P05388
Q8WU10	Q5JVL4
Q06547	O95478
Q6ZUT1	Q9C029
Q9UBL6	Q8NBL1
Q08211	P68032
P62304	O95168
P19838	Q9NX08
Q15629	P49790
Q9HCN6	Q8N5L8
Q9UBZ9	Q01094
P62249	Q15233
Q7Z5V6	O60927
P54802	P60201
Q96DF8	Q9UBQ0
O00522	Q9ULV1
Q8N2Q7	P02766
P37088	P27658
P35225	Q7Z417
O94989	Q9BXI3
Q13422	P08621
Q2M1K9	Q969G2
Q5VV42	Q92804
P13224	P21817
Q9NQZ8	Q96EQ8
Q13554	Q86XI2
Q96RF0	Q32NC0
Q9Y3M2	Q9BPZ7
Q96F63	P17612
Q86TM6	O75626
Q15834	P16144
Q92990	Q86VM9
P53350	Q15773
P26373	Q15233
Q02078	Q9Y624
Q96K19	Q93052
O14662	Q9UH92
Q01826	P20849
Q15542	Q9UHR6
Q12800	P13984
Q9NR96	Q6ZSG1
Q9ULU4	P62136
Q9BSU1	P61221
Q9Y2I6	Q92882
Q9NQM4	Q92759
Q53S33	Q96BM9
O95343	Q71SY5
Q6IQ55	Q8TCX5
P50222	O15194
Q9Y4Y9	Q7Z7L7
Q9H7H0	Q8WV60
Q15311	P07384
O75446	A1L188
O95456	Q8NBT2
Q14BN4	Q9P0U4
Q9H211	O95707
P13987	Q9NSP4
Q9Y4Z2	P61421
P56817	Q9BXY8
Q86TJ2	P17029
Q9ULM3	P25787
Q9NZ63	Q6UN15
Q8WZ74	Q16849
P62328	Q07666
Q9UMY1	Q9NR33
Q9GZM8	Q9NZV8
Q9BPX6	P23582
Q16891	P14778
Q08378	Q9Y5Z7
O00562	Q8N5I9
Q9HCN8	P37840
Q8TF40	Q9C0J9
Q15046	Q01453
O94822	P36894
Q99933	O95379
Q6N043	P04080
Q5SSJ5	Q8NHQ9
O75179	Q9NZ52
Q7Z7B0	P13693
P25791	Q9NXC5
Q93074	Q13496
Q8TCE9	Q9BW04
P29597	Q8WYR1
Q8WYA6	Q9ULK4
O43402	Q96IT1
Q93038	O75146
P57081	P40123
Q8N9B5	Q9H488
Q6NXG1	Q8NEE6
Q96NE9	P43320
Q9UQ26	Q9NPI1
Q02833	Q9P2K8
Q16236	O43617
P55084	Q96NE9
A0AVT1	Q9C0E4
Q9BU61	Q8IWD4
O75771	Q00537
Q9UL45	Q9UJ70
Q9BY12	Q99848
O95994	P29466
O15524	Q92956
Q86YP4	Q96BN8
O15055	Q9H9S0
P21964	P37198
Q15942	P38936
P09382	Q8N3C7
Q9BQ70	Q92688
O95402	Q03405
Q03518	P04843
Q9Y5B0	O95782
O95644	Q8N987
O95947	O75127
Q92925	Q8N9N8
P29972	O95613
Q3SY84	Q6UB99
P28324	Q01081
Q8NFY9	P28335
Q9UJ83	Q15018
Q6ZMQ8	Q9C000
Q9UKL0	Q8IYM1
Q99996	Q9H9S0
A0FGR8	O95479
Q14166	P19419
Q9P2K5	Q6PF18
Q9C0H9	A8MQ03
P10636	O75953
Q8IVH2	Q9NWU2
Q8N966	Q15649
P62699	O00244
O43739	Q04912
P27701	Q9Y4H2
Q7Z6B7	Q4VCS5
Q96AG4	O14733
Q86YT6	Q9BWU1
Q5EE01	P68036
P20073	Q92575
Q13472	P35520
P49918	Q96AJ9
Q5JSH3	P34925
O43602	Q9BXB1
Q01813	Q9UQF2
O75506	Q8WZ73
P49137	P30039
P27797	P46060
P62306	Q8WVV9
Q9Y535	Q58A45
P62820	P21580
O75410	Q13618
Q8NDC0	O95544
P23468	P23526
Q53GL7	Q99549
Q9H4P4	O60313
Q9Y3C7	Q13326
Q96BW1	Q14451
P31930	P51151
Q9H1D9	Q92570
Q9H788	O14836
Q9Y512	Q01726
Q9H944	Q9UL25
Q8N5P1	P62979
O15354	Q9H2L5
P29597	Q969L2
Q68DV7	Q0VD86
P22692	Q96RK4
P13010	P04062
Q9H6Q3	Q13263
Q9NZQ0	P01308
Q9NZQ7	P38398
Q8TEY7	Q9HBI0
Q92994	O95239
O00255	Q9HBI0
O95777	P26651
Q8NHQ8	Q8N302
P53778	O43290
Q6VMQ6	Q9UI08
P40238	P19367
P57723	Q4G0X9
P20594	P51659
P12956	P09681
Q8N2H9	Q9P2I0
Q8N5I2	Q9BUG6
Q96KQ4	P35125
Q9Y458	Q96FF9
O95479	Q70EL4
Q9Y5J3	Q8N371
O14802	Q9ULR0
P19532	Q6ZMQ8
O75157	Q6PJW8
Q7Z3Z2	P18124
Q86TB9	Q5TH69
Q6UB99	Q86Y91
Q9BYG3	P20851
Q6UX98	P36894
Q8TB96	P41182
O75400	Q9NZD2
P52272	Q13895
Q9Y4E5	Q15569
Q9HCI7	Q8IYA8
Q969N2	O14734
Q14469	Q5T2W1
Q8IY57	Q12841
P12318	O14579
Q7Z5Y7	Q86Y26
Q96DP5	Q9BQ70
Q9NSD9	Q9BYG3
P13667	P15173
A8MQ03	Q14203
P42336	Q9NZM4
P20700	Q9H9A5
Q02535	Q8WXX7
Q01201	Q9NZC9
O00472	Q93008
Q16520	Q96BJ3
O43490	P62380
Q13444	Q8NBL1
Q9H467	Q9HB89
Q9NQB0	Q86XS8
Q8WTW4	P53611
Q9NRZ9	P78345
Q3ZCQ8	P04198
Q9UK22	Q9NWS6
P60604	P49069
O60244	Q9H1X1
Q7Z4S6	Q9NR22
Q6UVY6	Q8NB15
O75306	Q8NC51
O15031	Q99933
Q8WV28	P23025
Q9BYH8	P42684
Q9BPX5	Q8IZC7
Q9BPZ7	Q9UIF9
Q6IA69	P48382
Q9BUN8	Q6P597
O95251	Q13206
Q4G0J3	Q68D85
P28072	Q14493
Q9C000	Q96SB3
Q9NW82	Q13011
Q96LR2	Q96SB3
Q96A47	Q86WT6
A8MQ03	P53618
Q13470	Q8IY47
P51813	Q9BYG5
Q9P0I2	P49407
Q9BQP7	Q9UJ98
Q8N5P1	O15083
O75293	P51659
O75843	P28370
O60508	P49798
A0FGR8	P43378
Q92696	Q8N2H9
Q96S79	Q02218
Q96Q83	O75330
Q92729	Q96SB3
Q8NEG0	O60232
Q13233	Q13115
P04637	Q13061
O14893	Q15714
Q15404	O15417
Q16626	Q13191
P82979	Q16586
O00139	P55327
Q8IW41	P02545
P35398	Q969F0
Q9NVK5	Q15165
O95190	P29373
Q07020	Q6PJ21
Q0JRZ9	Q13651
Q96EY1	Q86XK2
Q9UK73	Q3ZAQ7
P63272	Q86T24
O14544	P26640
Q96PM5	Q8IYB8
Q6ZMQ8	Q06190
Q96EZ8	Q9H892
Q9NWU2	Q9BS16
Q99996	Q9H1K0
Q86Z23	Q92570
P11279	Q3SY84
O75147	Q00610
Q96S15	Q9BWW4
P98175	P61619
P07332	Q8N6G5
P07738	Q86WV1
P49642	Q8N0Z6
Q9NYA4	Q96GC6
Q16626	O14775
Q9P209	Q9NRR4
Q06330	O75534
Q68DK7	Q15653
Q7Z3G6	Q96GY3
Q92918	Q9NXR7
Q13571	Q12982
Q96S97	Q9BTL4
Q8WXH5	Q13506
Q9UKF7	Q9Y6H1
Q15366	Q8WUM9
Q96EN8	Q9BZL1
Q14980	Q9H3S7
Q8WU20	Q9P209
Q53ET0	P09917
Q13563	P35711
P16662	Q96HD9
Q16790	Q9UHR5
P28749	Q8WYR1
Q8TDN6	Q969V4
O60391	Q9NX18
Q96EB6	Q9H307
Q8IXB3	Q9NPC3
Q9UKV0	Q9UHP6
P20248	Q9NR55
Q15013	Q9NX95
P51572	Q14722
Q9HCG8	Q8WWX8
P78348	O95456
Q15554	Q86XI6
Q15904	O00231
Q7Z392	Q9BTD8
Q9ULM2	Q66GS9
Q8N6N6	P06730
P11532	Q13492
Q9UKT7	Q96HA1
Q14694	Q9ULT8
Q13884	Q9NVR0
A1A5D9	Q9H6L5
Q8IVD9	O43432
P17342	P19474
Q8IWA6	O94921
Q03188	Q9UHK0
Q71RC2	Q16659
Q86TJ2	P13501
Q5TH69	Q2QGD7
Q9BTL4	Q96QE3
Q96MW7	O43852
Q9BUG6	P19474
O95685	Q9UMS4
Q96DR7	P10600
P19447	Q9Y3E2
Q9NTK5	P08779
P54277	Q92564
Q15916	Q9UGM3
Q9BZW7	Q9H7T9
Q13496	Q9C0C4
O60841	Q13535
P55198	O14490
P15172	Q9H773
O43196	Q8TD10
Q9BT73	Q9Y2S7
P13473	Q93008
Q8TB45	Q8IWE2
P10071	Q86XS8
Q9C026	P14735
Q6ISB3	O60861
P78314	Q8WU20
O95271	Q05655
Q14242	Q9Y450
Q9Y2D1	O96014
Q969S0	Q86T82
O60563	P45381
Q8IUX8	Q9Y4Z2
Q6NYC8	Q9NS91
Q2MKA7	Q86T24
Q86SG6	Q9UPZ9
O43196	Q9P0U4
Q9H714	O60884
O95243	Q494U1
Q9NSD9	Q96JE7
Q9H1B7	Q96JN8
Q3ZAQ7	Q5MIZ7
Q9BQE4	P33316
P25705	Q6ZTI6
Q9BZY9	Q9NRG4
Q9Y6W6	O14936
P10321	P08151
O43353	Q8TAE7
O75815	Q92599
Q15389	Q96B36
Q9Y252	O95997
Q6ZU52	Q96DX5
O15047	Q9UGI6
P11912	Q7Z412
O00291	O43623
Q8WZA1	O60826
O15234	Q7Z2W4
Q8N1L9	Q5T681
Q86WA8	O60759
Q93096	A1A5D9
Q8WV99	Q9BTE6
P10515	Q02446
Q8IYH5	Q92813
P42575	O43157
Q9Y385	Q8N9Q2
P42261	O75385
Q86YT6	P51617
O43822	O96018
Q9NYV6	O14929
Q96AJ9	Q10471
P07998	P47755
Q9C0J8	P19419
Q9Y5P3	Q8NB46
Q9H173	Q8NCE0
Q9UKF6	P04155
O15056	P14735
Q93045	P43250
P12314	Q13098
P54368	P55197
Q9NP84	Q9NNW7
P22234	Q9UPN7
Q9H5I1	O75478
Q9H175	P42167
Q96BT3	P55884
Q86UK7	Q9Y5B9
P14653	Q9BZE1
Q9Y490	Q6WCQ1
O15164	P55265
P51149	P56597
Q9Y3Y2	P41223
Q9NY33	Q9Y216
P09936	Q9BT43
Q9Y450	P23443
O15054	Q9UPM8
Q9ULC4	Q99832
P31629	Q15700
O00483	Q7L3B6
Q7Z412	P63220
Q969R5	O15126
Q969J2	Q7Z5Y7
Q92783	P02042
Q14697	Q15633
Q03164	Q96D71
Q9BQ65	Q9BPX5
Q96CD0	Q9H7E2
Q9H6S1	P49903
Q9UHP3	Q12830
Q9ULZ2	Q96BK5
Q96GA3	Q9NP50
Q92925	Q8N5L8
Q16643	P35250
Q56P03	Q9UIL1
Q5M9N0	P39748
Q66K89	P00749
Q9BSQ5	Q92820
Q9ULP0	P82933
O00472	Q92905
Q8TAE7	Q96MU7
Q96CV9	Q5T011
Q96PQ7	Q6P656
Q13232	Q96C74
O43313	Q9UGL9
P21854	Q15629
Q92673	Q9Y450
Q96FH0	P23528
P17036	A1A5D9
Q06323	Q9HCI5
Q9UGI9	P98077
Q7Z422	O43290
O95631	P67809
Q9NZQ7	Q16620
P27986	Q9UKG1
Q96AT1	P98177
Q9NRP4	P81274
O43186	Q8N720
Q5VWN6	Q15363
Q9NWT1	Q9Y6N9
Q69YN4	Q14088
O00170	Q96PU8
Q9Y5S8	Q5T655
Q7L2E3	Q8N6N6
Q8NC96	P20963
Q3B7T1	Q9GZP9
A1L4H1	Q9HCL2
Q9UHB4	Q8NEZ5
Q53TN4	P21953
Q86VP1	Q9Y616
P13473	Q9H2B2
Q9NWQ8	Q13573
Q9BQ95	Q9UHV9
Q86YD7	Q9UK11
Q96B67	Q7RTU0
P49750	Q9P031
Q9NP66	Q8TEC5
Q96N95	P50914
Q8WUM9	P62753
P50747	Q9BW27
P06307	Q9NXC5
Q9BQA1	P06858
Q9BUL8	O00198
Q8NEY3	Q96EX3
Q9NRJ4	Q7Z3C6
Q6PEV8	Q9ULC4
Q8WUM4	P16615
Q6NUJ2	Q9NWF9
Q9UBS8	P49281
Q9BZD4	Q9C0C6
Q12933	P41002
P24390	O95460
Q15527	O15514
Q5TAB7	Q9NWY4
O94826	Q12873
P05455	Q8WW35
P15311	O75380
Q9NVF7	Q8N8S7
Q8NFZ5	Q99598
Q13642	Q9UQR0
Q9H4M7	Q5SQI0
Q9Y6K9	Q5BJF2
P48645	O75586
Q9BYG5	P40855
Q53GL7	P51398
O95931	Q9H9A5
Q86X45	P07315
Q7Z6E9	Q7Z3B4
Q9NZZ3	O95279
P42356	O00472
Q9NXW9	Q14790
Q5JST6	Q8NDX6
P41162	O75382
Q66GS9	O60716
Q86UW9	O60828
Q9Y295	O43353
O95273	Q9Y2Y1
P78364	Q9BW66
Q9Y3C1	O43255
Q96SY0	Q92698
Q8N9E0	O60844
Q02833	Q9NP92
Q9Y383	Q5HYW2
Q8IY31	P50453
Q8IVW4	Q96I24
Q9UL33	Q16626
O00213	Q9UMZ2
Q9BWC9	Q04912
P36956	O75494
Q14790	P15918
Q8N5J2	O43680
P49711	P29474
Q9Y577	O00562
P17181	O95872
O95180	Q0VDD7
Q8N8K9	P48506
Q9HCM9	Q9UN86
Q9H9A7	P26715
P55809	Q15904
P42702	O95373
Q9UL46	Q04771
Q8IWS0	Q13888
O95347	Q9Y3B2
Q06643	Q8TDR0
O95571	Q96NA2
Q8NFG4	Q9HCL2
O95235	Q9BQS8
O00459	Q9H8E8
O60942	O15344
Q9UHK0	P21917
P30291	Q9Y6W5
Q9UNS2	Q9UKD1
Q96QB1	Q5T3J3
Q13191	Q9H832
P48507	Q9UBT2
Q92558	Q9Y496
P42696	Q9NQX3
P30050	Q8TAC2
P14316	Q14315
Q13164	Q14344
Q9P127	Q9BUL9
Q4VCS5	P35249
Q9ULH1	P00441
P00533	P14927
Q8N8K9	P49368
P62834	P01133
Q8IVM0	Q9NP62
Q6NZY7	Q8WV41
O43432	Q96DE0
Q86VQ0	Q9HCM4
Q96CB9	P16157
P01009	Q9NUL3
P18084	Q9P0L0
P14618	O43914
Q99961	Q96NR8
O43264	Q15649
Q96Q77	Q9H4M7
Q8IWV7	P49792
Q9BQI9	Q7L3T8
Q13952	Q9BZR8
Q5SXM2	Q6P656
Q9Y624	P42224
O60285	Q9BUP3
Q6PF05	Q06787
Q8IYI8	Q6IA69
Q9NXF1	Q9BTE6
P62942	O43670
Q15907	O14929
Q9UKX7	Q53HV7
Q9NXW2	Q08426
Q8WW24	P61769
Q9NRS6	Q9UNZ2
Q8IYF3	O15047
P17735	Q8ND25
P18075	Q92870
Q15303	Q12765
Q9UJW0	P43146
Q9P0V3	P48426
Q5GLZ8	Q96RR4
Q9NZ42	Q9BXN2
Q9UBH0	P50281
Q13094	O43929
P20809	Q86SG6
Q8N5R6	P19429
O43164	Q3V5L5
Q9BTL4	Q9Y242
Q02218	Q9BZV1
P46108	O00237
Q92556	P60891
Q15884	P12236
Q9Y4Z0	Q96QF0
Q01959	P09038
Q9UNE7	Q9C0C2
Q8N131	Q13239
O95777	P16083
O75896	O75419
Q9Y6H5	Q9BZE9
Q96AX9	Q13112
Q9BVP2	Q9Y2V7
Q9Y2X3	O43493
Q969U6	Q06323
Q8NAV1	Q9UBS5
Q86YC2	Q96DZ5
O15260	Q8N0Z3
Q9Y6E0	Q96S15
Q8NDD1	O00244
Q9NXW2	P04275
Q9NY93	P02730
P23025	P51531
P62324	Q9UKA1
Q9H992	Q9UNL4
Q14289	Q15019
P62070	O43172
Q99259	Q9UM47
Q96G01	Q13118
O95816	Q9BUL9
P41182	Q14584
P48431	P49765
P18077	Q9H9E1
Q8WVL7	Q8TCT9
Q96Q40	Q68D86
Q9P0I2	P16083
Q9Y4K3	Q9Y580
Q5T6S3	P40222
Q9NTM9	Q8WUP2
Q9Y4B5	Q96BH1
Q8NF50	Q96H20
Q13158	Q86XS8
Q14126	Q9H8N7
O15054	Q9UJY4
P49069	Q15645
Q96B23	Q9NWA0
P28222	Q96C92
Q96PK6	P60903
P05107	Q99759
P21757	Q8IWV7
Q96SB8	P55769
O00631	Q6FIF0
P04035	P18507
Q5U5X8	Q9UL45
Q9NYG5	Q5TA31
Q6N075	Q9H270
P38432	Q86UL8
Q5I0X4	P12277
Q6N021	Q96EF6
Q13144	Q9P0N8
P05181	P26441
Q9BXJ9	Q4VC05
Q99496	Q9Y3Z3
Q8TDM6	Q96IZ5
Q92793	P31689
Q9NVX7	Q9H7H0
P36575	Q8WW38
Q9Y2J2	P50225
P30414	P42356
Q14155	Q92731
Q9GZN1	Q9UNN5
Q99619	O43426
P21781	O14924
Q9BRP4	Q9BY49
Q92793	O95685
Q86Y91	P19474
Q96QS6	P18206
Q9H8Y8	P15509
O14908	Q8N6V9
P39748	P05496
O60828	P59998
Q13049	Q96CM8
Q9Y6Y9	P32320
A1A5D9	Q8TBC4
Q92844	Q9Y5R4
O14641	Q86Y01
Q8WUI4	Q9Y285
P10914	Q13472
P23396	O15049
Q96JZ2	P30622
Q86WV1	P02549
Q9UHV7	Q02218
O95171	Q9UGL9
O75592	P30566
Q96FE5	O75787
Q9HAU5	Q8WVY7
Q7Z3K3	Q86X83
Q9GZX7	Q9NQ87
O43143	O75153
P02753	O75410
O00562	Q9NZ43
P34741	Q8IYM1
Q9UDY2	Q14139
Q86YD7	Q8IZD4
Q8IWB1	Q9BTV4
P23409	Q5THK1
Q9BSU1	Q9BYM8
Q9UKD1	Q14232
Q9Y3U8	Q8N3P4
P42574	Q9BVI0
P06703	Q9C0C9
Q9P2X0	Q9HD47
P22692	Q6DD88
Q16600	Q9H765
Q9NUV9	Q8IZU0
Q8NBI2	O15055
P13805	Q8NDC4
O75884	Q5JST6
Q9HCG8	O95139
O60663	Q8NI60
P06746	Q99967
O75928	O95218
Q9Y2R9	Q9H3P2
Q96IZ7	O75608
Q9BY11	Q9H869
Q15056	Q8N2M8
Q9BZW8	P32942
Q13123	Q9Y3D0
Q9UKD1	Q5TD97
Q9ULW0	Q68D85
P09629	P25791
Q8NHY5	Q92643
O00154	Q9Y5X1
Q9HB65	Q99816
Q9H078	Q00534
Q9H9Y6	O75478
O75663	Q14164
O75081	Q08J23
Q14449	O75531
Q9UHR5	P04066
Q9NZZ3	O43541
Q9Y237	Q96MA1
Q99572	Q13232
P08151	Q9Y2T1
Q9Y255	Q5T1M5
Q96NL3	O95870
Q9Y4C2	P59998
O15409	Q5H9L4
P51170	Q9NS91
Q8TDR0	O75190
Q96L73	P22087
P30530	Q9BVJ6
Q9BYD2	Q6PII5
Q16520	Q92830
Q9Y586	P30304
P62873	P78352
Q9Y6M9	Q96JG6
O75449	Q15544
P55039	O75821
P15260	Q9BWX1
P56279	Q99614
P11926	P33151
Q2TAZ0	P62318
Q9NPE2	Q96BJ3
Q969J2	O15047
Q13315	Q8WVS4
P09012	P0C0S5
Q9NP81	Q96BR9
Q9UHY8	Q13627
Q6ZT21	O14933
O95067	Q96CS3
O43709	Q6ZNC4
Q9Y6G3	O60502
Q93038	P09105
Q9BY43	O00329
Q15942	P16410
Q9HCI5	P49757
Q8TCJ0	P51825
Q9UBW8	P52757
Q9UG01	P99999
P00441	P18074
Q96Q07	O96014
O43709	Q9UK22
P55199	Q8N0X7
P52292	P51170
Q16513	P39019
Q9Y3S1	Q8N5N7
P48380	Q15831
Q9UBE0	Q12767
Q9Y6F6	Q96HR3
O60356	Q96D46
Q9H5X1	O95273
Q53EZ4	Q9BSC4
A2A3K4	Q96HP0
Q12972	Q9Y6W8
Q9UBP5	Q96JE7
P51532	Q9Y586
Q3ZCQ8	P11473
P13804	Q8NHU0
Q9BWX1	P35244
Q9H867	P42680
P09603	Q8WXH5
P20823	P62081
Q14088	Q8N5U6
Q5XUX1	Q9BWG6
Q9NPF4	Q15011
P39748	Q53QW1
O75293	O43236
O15304	O60496
P32927	P48357
P53816	Q96AQ6
Q9NRL3	Q99598
Q8N3J5	Q9Y6D6
Q9NPA0	Q16204
Q9Y5A6	Q86Y39
Q15005	Q7Z698
Q9P0K8	Q99988
Q8IZC7	P53674
Q9UJ41	Q6PHW0
Q86SZ2	O95630
P62256	Q9UKS7
Q13087	Q6PF18
O14543	Q92564
Q14524	O60682
Q53TN4	Q96A70
Q9Y2S7	Q15631
Q9H496	P15923
Q96DC9	Q13224
Q6KB66	Q96DF8
O15294	Q12805
Q8TBB1	P61088
P13727	Q13769
Q4VX76	O43676
P14598	Q6ZYL4
Q96QU8	P11474
O15520	O14786
O75400	O75529
Q6PKG0	Q8IWV8
Q86Y26	P55316
Q8NC69	Q8NE71
P20700	O43313
Q8WVK2	Q9UIS9
Q86XI6	Q96GY0
P09936	Q66LE6
Q8IWZ8	Q5T5X7
Q9H4P4	Q96T88
P18848	P17676
O43298	P04406
Q9BVS5	Q12802
Q96DR5	Q9UDY2
O15550	Q8IWU4
Q9C0F1	Q9Y2U9
Q8TEK3	P38117
P78527	P62699
Q9H0L4	Q66K89
P49888	Q15599
Q9UBS5	O43681
Q8NDD1	Q96EF6
P37268	Q8NHG8
P13726	Q9UQE7
Q9UBK9	P51826
Q13263	O00629
Q14684	P08069
Q96HR9	Q14919
Q9NUL5	P51948
Q9BRZ2	Q8N3C0
Q9Y508	P07947
Q99956	O94826
P43351	Q58A45
Q13045	Q9Y6M9
O43293	Q9BVL2
Q9UK96	P78318
Q96B26	Q9HAY2
Q9Y2F5	Q9NQ66
P23471	Q8TDY2
P25786	Q96MT8
P62070	Q13087
Q9BUE0	Q9HB07
Q9P2S5	Q9Y6E2
O60870	Q14188
Q8TAM2	P60896
P33981	Q9H0F5
Q07812	P47224
Q8IWT3	Q15650
Q16584	Q04323
Q8NG31	Q96LB3
Q9HB65	Q6ZT12
P50897	Q9BTT4
Q9NTJ5	O60610
P28072	Q8WWG1
Q9HB65	Q9UHA2
Q9BYV6	P63244
O95171	Q7Z5V6
A8K8P3	Q9UKF7
Q5M9N0	P27694
P42858	O60220
O43502	P29692
Q9NSB8	Q9H8Y5
Q15776	P82930
Q9H0A0	Q96K58
P78563	Q9NZ71
Q14160	Q8N3F8
Q5VT52	O14867
Q96BA8	Q9NRG4
Q12933	Q9HC98
Q9NX70	Q5T6F0
O00257	P17028
O43715	Q92560
Q96GX9	Q9NUQ3
Q92794	Q6PGQ7
O75145	Q9UBQ5
Q86UP3	P11234
P49589	Q06418
Q99661	Q92692
O43681	Q15773
Q8N3X6	P18754
P20700	Q8WV41
P0C7T5	O60237
Q9BUZ4	Q5U5X8
Q9HCG8	Q5VTR2
Q96RK0	P13501
O94889	Q9ULJ7
Q9UBV8	Q6VMQ6
P14859	P35222
Q8NFC6	Q96DC7
P22061	O60673
P16070	Q9H7D0
P49755	P09234
O43734	Q96A65
Q53H80	P50552
Q92905	Q6P2Q9
Q9NTN9	O96006
Q9H0F5	Q9NYF0
Q9UNE7	Q8NEZ4
Q8N163	O95405
P51572	P20929
O14933	O43390
Q14008	P40692
Q9BQ48	Q92551
P20138	Q13485
Q9Y2Y0	Q14582
Q03188	O43566
P57077	Q9UER7
Q9BXC9	Q9ULM2
O00155	Q9HB07
Q9H093	Q9UNY5
Q14204	Q92643
O75380	P11532
Q9BSU1	P02751
